rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Contingency.Cause.Result	as a result	это придало ей ещё больше упорства	"Она продолжала стрелять снова и снова .
3 часа подряд"
Implicit	Temporal.Asynchronous.Precedence	after that	"Она продолжала стрелять снова и снова .
3 часа подряд"	В конце тренировки одна из лучниц так устала , что распласталась на земле в виде морской звезды , глядя в небо , как бы пытаясь найти то , что Томас Стёрнз Элиот называл опорой вращающегося мира
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	зафиксировать своё тело на три часа в одной позиции	попасть в цель
Explicit	Comparison.Concession.Arg2-as-denier	Но	Это так редко в американской культуре , в ней теперь так мало профессионального — видеть , как выглядит упорство с таким уровнем точности , что значит зафиксировать своё тело на три часа в одной позиции , чтобы попасть в цель , достигая своего рода превосходства в неизвестном	я осталась там , так как поняла : я наблюдала за тем , что так редко удаётся увидеть — той разницей между успехом и мастерством
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Но я осталась там , так как поняла : я наблюдала за тем , что так редко удаётся увидеть — той разницей между успехом и мастерством	Успех — это попасть в десятку , но мастерство — это знать , что это ничего не значит , если ты не можешь этого повторить
Explicit	Comparison.Concession.Arg2-as-denier	но	Успех — это попасть в десятку	мастерство — это знать , что это ничего не значит , если ты не можешь этого повторить
Explicit	Contingency.Condition.Arg2-as-cond	если	что это ничего не значит	ты не можешь этого повторить
Explicit	Comparison.Concession.Arg2-as-denier	Однако	Успех — это попасть в десятку , но мастерство — это знать , что это ничего не значит , если ты не можешь этого повторить	мастерство — не то же самое , что и совершенство
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Однако , мастерство — не то же самое , что и совершенство	Оно , в отличие от успеха , который я вижу , как событие , момент времени и ярлык , коим награждает вас мир
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Оно , в отличие от успеха , который я вижу , как событие , момент времени и ярлык , коим награждает вас мир	Мастерство — не обязательство победить , а постоянное стремление
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Мастерство — не обязательство победить , а постоянное стремление	То , что двигает нами , что побуждает продвигаться далее , — это умение ценить близкую , недостигнутую победу
Explicit	Temporal.Synchronous	в то время как	Как часто мы готовы окрестить что-то классикой , даже шедевром	сам создатель считает его безнадёжно неоконченным , испещрённым недостатками и изъянами , другими словами , недостигнутой победой
Implicit	Comparison.Similarity	similarly	Элизабет Мюррей удивила меня своим видением собственных ранних работ	Художник Пол Сезанн так часто считал свои работы неоконченными , что намеренно отставлял их планируя вернуться к ним вновь , но в результате , под конец жизни он подписал только 10 % своих работ
Explicit	Comparison.Concession.Arg2-as-denier	но	Художник Пол Сезанн так часто считал свои работы неоконченными , что намеренно отставлял их планируя вернуться к ним вновь	в результате , под конец жизни он подписал только 10 % своих работ
Explicit	Contingency.Cause.Result	в результате	Художник Пол Сезанн так часто считал свои работы неоконченными , что намеренно отставлял их планируя вернуться к ним вновь	под конец жизни он подписал только 10 % своих работ
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Художник Пол Сезанн так часто считал свои работы неоконченными , что намеренно отставлял их планируя вернуться к ним вновь , но в результате , под конец жизни он подписал только 10 % своих работ	Его любимой новеллой был « Неведомый шедевр » Оноре де Бальзака , и он ощущал себя протагонистом художника в ней
Explicit	Expansion.Conjunction	и	Его любимой новеллой был « Неведомый шедевр » Оноре де Бальзака	он ощущал себя протагонистом художника в ней
Implicit	Comparison.Similarity	similarly	Художник Пол Сезанн так часто считал свои работы неоконченными , что намеренно отставлял их планируя вернуться к ним вновь , но в результате , под конец жизни он подписал только 10 % своих работ	Франц Кафка видел незавершённость там , где другие обнаруживали только работы , достойные похвалы , и настолько сильно было его чувство , что он пожелал , чтобы все его дневники , манускрипты , письма и даже наброски были сожжены после его смерти
Explicit	Expansion.Conjunction	и	Франц Кафка видел незавершённость там , где другие обнаруживали только работы , достойные похвалы	настолько сильно было его чувство , что он пожелал , чтобы все его дневники , манускрипты , письма и даже наброски были сожжены после его смерти
Implicit	Comparison.Concession.Arg2-as-denier	but	Франц Кафка видел незавершённость там , где другие обнаруживали только работы , достойные похвалы , и настолько сильно было его чувство , что он пожелал , чтобы все его дневники , манускрипты , письма и даже наброски были сожжены после его смерти	Его друг отказался исполнить это пожелание , и по этой причине сейчас у нас есть те работы , которыми известен Кафка : « Америка » , « Процесс » и « За ́ мок » — настолько незавершённая работа , что даже кончается посередине предложения
Explicit	Expansion.Conjunction	и	Его друг отказался исполнить это пожелание	по этой причине сейчас у нас есть те работы , которыми известен Кафка : « Америка » , « Процесс » и « За ́ мок » — настолько незавершённая работа , что даже кончается посередине предложения
Explicit	Contingency.Cause.Result	по этой причине	Его друг отказался исполнить это пожелание	сейчас у нас есть те работы , которыми известен Кафка : « Америка » , « Процесс » и « За ́ мок » — настолько незавершённая работа , что даже кончается посередине предложения
Explicit	Expansion.Equivalence	Другими словами	Его друг отказался исполнить это пожелание , и по этой причине сейчас у нас есть те работы , которыми известен Кафка : « Америка » , « Процесс » и « За ́ мок » — настолько незавершённая работа , что даже кончается посередине предложения	стремление к мастерству практически всегда в процессе
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Другими словами , стремление к мастерству практически всегда в процессе	Благодарение Богу за то , что я всегда желаю большего , чем могу достичь » , — заклинал Микеланджело так , будто обращался к Богу Ветхого Завета из Сикстинской Капеллы , а сам был Адамом , пытающимся дотянуться пальцем , но так и не коснувшись ладони Господа
Explicit	Expansion.Conjunction	а	Благодарение Богу за то , что я всегда желаю большего , чем могу достичь » , — заклинал Микеланджело так , будто обращался к Богу Ветхого Завета из Сикстинской Капеллы	сам был Адамом , пытающимся дотянуться пальцем , но так и не коснувшись ладони Господа
Explicit	Comparison.Concession.Arg2-as-denier	но	пытающимся дотянуться пальцем	так и не коснувшись ладони Господа
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in toher words	Благодарение Богу за то , что я всегда желаю большего , чем могу достичь » , — заклинал Микеланджело так , будто обращался к Богу Ветхого Завета из Сикстинской Капеллы , а сам был Адамом , пытающимся дотянуться пальцем , но так и не коснувшись ладони Господа	Мастерство — это достигание , а не свершение
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Мастерство — это достигание , а не свершение	Это постоянное желание преодолеть то расстояние между тем , где ты сейчас , и где хочешь оказаться
Explicit	Expansion.Conjunction	и	где ты сейчас	где хочешь оказаться
Implicit	Expansion.Conjunction	and	Это постоянное желание преодолеть то расстояние между тем , где ты сейчас , и где хочешь оказаться	Мастерство — это жертвование во имя ремесла , а не во имя создания карьеры
Implicit	Expansion.Instantiation	for instance	Сколько изобретателей и бесчисленных предпринимателей живут согласно этому феномену	Мы видим это даже в жизни неудержимого исследователя Арктики Бена Саундерса , который сказал мне , что его триумфы — не просто результат великого достижения , но продвижение вперёд по череде недостигнутых побед
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Это мудрость , знакомая Дюку Эллингтону , говорившему , что его любимой песней из его репертуара всегда была следующая , всегда та , которую предстояло сочинить	Частично причина того , что недостигнутая победа встроена в мастерство в том , что чем выше наше умение , тем яснее нам становится , как мало мы на самом деле знаем
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Это называют эффектом Даннинга-Крюгера	"Газета « Париж Ревью » столкнулась с этим в интервью с Джеймсом Болдуином , когда его спросили : « Как вы думаете , что повышается вместе со знанием ? »
Он ответил : « Понимаешь , как мало ты знаешь"
Explicit	Comparison.Concession.Arg2-as-denier	но	Успех нас мотивирует	недостигнутая победа может подтолкнуть нас к непрерывному стремлению
Explicit	Contingency.Condition.Arg2-as-cond	если	Один из наиболее ярких примеров этого проявляется	посмотреть на разницу между серебряными и бронзовыми Олимпийскими чемпионами после соревнований
AltLex	Expansion.Instantiation	Один из наиболее ярких примеров этого проявляется	Успех нас мотивирует , но недостигнутая победа может подтолкнуть нас к непрерывному стремлению	если посмотреть на разницу между серебряными и бронзовыми Олимпийскими чемпионами после соревнований
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Один из наиболее ярких примеров этого проявляется , если посмотреть на разницу между серебряными и бронзовыми Олимпийскими чемпионами после соревнований	Томас Гилович и его команда из Корнелла изучали эту разницу и обнаружили , что то расстройство , какое испытывают серебряные медалисты по сравнению с бронзовыми , которые , как правило , немного более счастливы , что не пришли четвёртыми и могли быть вовсе не награждены , даёт серебряным медалистам толчок на последующих соревнованиях
Implicit	Expansion.Conjunction	and	Томас Гилович и его команда из Корнелла изучали эту разницу и обнаружили , что то расстройство , какое испытывают серебряные медалисты по сравнению с бронзовыми , которые , как правило , немного более счастливы , что не пришли четвёртыми и могли быть вовсе не награждены , даёт серебряным медалистам толчок на последующих соревнованиях	Это заметно даже в индустрии азартных игр , воплотившей этот феномен близкой победы и создавшей моментальную лотерею , уровень близкой победы в которой был выше среднего
Implicit	Contingency.Cause.Result	as a result	Это заметно даже в индустрии азартных игр , воплотившей этот феномен близкой победы и создавшей моментальную лотерею , уровень близкой победы в которой был выше среднего	Это так подстрекало людей покупать больше билетов , что их прозвали « разбиватели сердец » , и они вызвали злоупотребления игорным бизнесом в Британии в 1970 году
Explicit	Expansion.Conjunction	и	Это так подстрекало людей покупать больше билетов , что их прозвали « разбиватели сердец	они вызвали злоупотребления игорным бизнесом в Британии в 1970 году
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Это так подстрекало людей покупать больше билетов , что их прозвали « разбиватели сердец » , и они вызвали злоупотребления игорным бизнесом в Британии в 1970 году	Причина , по которой недостигнутая победа подталкивает вперёд в том , что она меняет наше видение перспектив и ставит наши цели , которые мы склонны видеть на расстоянии , в непосредственной близости — туда , где мы находимся
Explicit	Contingency.Condition.Arg2-as-cond	Если	я попрошу вас представить , как бы выглядел ваш удачный день на следующей неделе	вы , вероятно , описали бы его в общих словах
Explicit	Comparison.Concession.Arg2-as-denier	Но	Если я попрошу вас представить , как бы выглядел ваш удачный день на следующей неделе , вы , вероятно , описали бы его в общих словах	если я попрошу вас представить удачный день на TED завтра , вы сможете описать его с детальной точностью
Explicit	Contingency.Condition.Arg2-as-cond	если	я попрошу вас представить удачный день на TED завтра	вы сможете описать его с детальной точностью
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Вот , что делает близкая победа	Она заставляет нас сфокусироваться на том , что именно сейчас мы планируем сделать , чтобы покорить гору перед собой
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	что именно сейчас мы планируем сделать	покорить гору перед собой
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Её муж предвидел , что это даст ей упорство , необходимое в последующем соревновании	В 1988 году она взяла золото в семиборье и установила рекорд в 7291 очко — счёт , к которому с тех самых пор так ни один атлет и не приблизился
Explicit	Expansion.Conjunction	и	взяла золото в семиборье	установила рекорд в 7291 очко
Explicit	Temporal.Asynchronous.Succession	когда	Мы расцветаем не тогда	всё сделали
Explicit	Comparison.Concession.Arg2-as-denier	но	не тогда , когда всё сделали	когда многое ещё предстоит сделать
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Мы расцветаем не тогда , когда всё сделали , но когда многое ещё предстоит сделать	Я стою здесь , размышляя и удивляясь всем тем различным способам , какими мы можем создать близкую победу в этой самой аудитории , как вы можете это разыграть , потому как я считаю , что где-то внутри мы это знаем
Explicit	Contingency.Cause.Reason	потому как	Я стою здесь , размышляя и удивляясь всем тем различным способам , какими мы можем создать близкую победу в этой самой аудитории , как вы можете это разыграть	я считаю , что где-то внутри мы это знаем
Implicit	Expansion.Level-of-detail.Arg2-as-detail	speicifcally	Я стою здесь , размышляя и удивляясь всем тем различным способам , какими мы можем создать близкую победу в этой самой аудитории , как вы можете это разыграть , потому как я считаю , что где-то внутри мы это знаем	Мы знаем , что мы расцветаем , когда находимся на грани
Explicit	Temporal.Synchronous	когда	Мы знаем , что мы расцветаем	находимся на грани
Explicit	Contingency.Cause.Result	Вот почему	Мы знаем , что мы расцветаем , когда находимся на грани	намеренное незавершение заложено в создании мифов
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Вот почему намеренное незавершение заложено в создании мифов	В культуре племени Навахо некоторые ремесленники намеренно предусматривали дефекты в текстильных и керамических изделиях
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	Это то , что называется « линия духа » — умышленный изъян в шаблоне	предоставить ткачу или изготовителю путь к отступлению , но также и повод продолжать работу
Implicit	Comparison.Concession.Arg2-as-denier	but	Мастера — эксперты не потому , что сопровождают объект к его абстрактному завершению	Они мастера , потому как понимают , что такое завершение не одно
Explicit	Contingency.Cause.Reason	потому как	Они мастера	понимают , что такое завершение не одно
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Они мастера , потому как понимают , что такое завершение не одно	Я поняла , когда размышляла об этом , почему тренер стрелков сказал мне в конце тренировки , так чтобы никто не слышал , что он и его коллеги никогда не чувствуют , что способны сделать достаточно для своих команд , не чувствуют , что достаточно техник визуализации и тренировок поз , чтобы помочь преодолеть эти постоянные недостигнутые победы
Explicit	Temporal.Synchronous	когда		размышляла об этом
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	он и его коллеги никогда не чувствуют , что способны сделать достаточно для своих команд , не чувствуют , что достаточно техник визуализации и тренировок поз	помочь преодолеть эти постоянные недостигнутые победы
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Это динамика мастерства	Приближение к тому , что , казалось , хочешь , может помочь достигнуть большего , чем когда-либо мечтал достигнуть
Explicit	Temporal.Synchronous	когда	Это то , о чём думала Элизабет Мюррей	я увидела её улыбающейся , рассматривая однажды свои ранние работы в галерее
Explicit	Contingency.Condition.Arg2-as-cond	если	мы считали бы их незавершёнными	бы мы создали утопии
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Даже если бы мы создали утопии , я уверена , мы считали бы их незавершёнными	Завершение — это цель , но , надеюсь , никогда не конец
