rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Conjunction	and	Экология включает в себя потребление энергии , доступность воды , отходы и загрязнение , просто эффективное использование ресурсов	Общество включает человеческий капитал , такие вещи , как вовлечение сотрудников и инновационный потенциал , также управление сетями поставок , и трудовые и человеческие права
Implicit	Expansion.Conjunction	and	Общество включает человеческий капитал , такие вещи , как вовлечение сотрудников и инновационный потенциал , также управление сетями поставок , и трудовые и человеческие права	Управление относится к контролю компаний их руководством и инвесторами
Implicit	Expansion.Level-of-detail.Arg1-as-detail	in sum	"Экология включает в себя потребление энергии , доступность воды , отходы и загрязнение , просто эффективное использование ресурсов .
Общество включает человеческий капитал , такие вещи , как вовлечение сотрудников и инновационный потенциал , также управление сетями поставок , и трудовые и человеческие права .
Управление относится к контролю компаний их руководством и инвесторами"	Видите , я же говорил — пикантные штучки
Explicit	Comparison.Concession.Arg2-as-denier	Но	Видите , я же говорил — пикантные штучки	ЭОУ — мерило устойчивости , а инвестирование с упором на устойчивость объединяет показатели ЭОУ с финансовыми показателями в инвестиционный процесс
Explicit	Expansion.Conjunction	а	Но ЭОУ — мерило устойчивости	инвестирование с упором на устойчивость объединяет показатели ЭОУ с финансовыми показателями в инвестиционный процесс
AltLex	Expansion.Equivalence	Это означает	ЭОУ — мерило устойчивости , а инвестирование с упором на устойчивость объединяет показатели ЭОУ с финансовыми показателями в инвестиционный процесс	ограничение будущих рисков путём минимизации вреда для человека и планеты
Explicit	Expansion.Conjunction	Также	Это означает ограничение будущих рисков путём минимизации вреда для человека и планеты	это означает предоставление капитала пользователям , которые направят его в сторону продуктивных и устойчивых результатов
Explicit	Contingency.Condition.Arg2-as-cond	Если	уделяет ли этому внимание частный сектор промышленности	сегодня устойчивость развития значима в финансовом смысле , и всё говорит о том , что будет значить ещё больше завтра
Implicit	Comparison.Concession.Arg2-as-denier	but	это означает предоставление капитала пользователям , которые направят его в сторону продуктивных и устойчивых результатов	Если сегодня устойчивость развития значима в финансовом смысле , и всё говорит о том , что будет значить ещё больше завтра , уделяет ли этому внимание частный сектор промышленности
Explicit	Expansion.Conjunction	и	сегодня устойчивость развития значима в финансовом смысле	всё говорит о том , что будет значить ещё больше завтра
Explicit	Hypophora	ли	Самое замечательное , что большинство руководителей так и делают	
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Самое замечательное , что большинство руководителей так и делают	Они стали рассматривать устойчивость развития не только как важный , но и как ключевой момент для успеха бизнеса
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Они стали рассматривать устойчивость развития не только как важный , но и как ключевой момент для успеха бизнеса	Около 80 % руководителей в мире видят устойчивость как корень роста в инновациях и как путь к конкурентному преимуществу в своих отраслях
Implicit	Expansion.Conjunction	and	Около 80 % руководителей в мире видят устойчивость как корень роста в инновациях и как путь к конкурентному преимуществу в своих отраслях	93 % видят будущее за ЭОУ или считают важным для будущего своего бизнеса
Explicit	Expansion.Disjunction	или	93 % видят будущее за ЭОУ	считают важным для будущего своего бизнеса
Implicit	Contingency.Cause+Belief.Result+Belief	so	"Около 80 % руководителей в мире видят устойчивость как корень роста в инновациях и как путь к конкурентному преимуществу в своих отраслях .
93 % видят будущее за ЭОУ или считают важным для будущего своего бизнеса"	Взгляды руководителей ясны
Implicit	Expansion.Conjunction	and	Взгляды руководителей ясны	Существуют огромные возможности в области устойчивого развития
Implicit	Comparison.Concession.Arg2-as-denier	but	Существуют огромные возможности в области устойчивого развития	Как же компании фактически используют ЭОУ для достижения твёрдых результатов в бизнесе
AltLex	Hypophora	Как	Один пример весьма близок нашим сердцам	же компании фактически используют ЭОУ для достижения твёрдых результатов в бизнесе
Implicit	Expansion.Manner.Arg2-as-manner	this way	Как же компании фактически используют ЭОУ для достижения твёрдых результатов в бизнесе	"Один пример весьма близок нашим сердцам .
В 2012 году « Стейт Стрит » перевела 54 приложения в облачные платформы , а 85 мы вывели из доступа .
Мы виртуализировали наши операционные системы и завершили множество проектов по автоматизации .
Эти действия создают большее количество мобильных рабочих мест , сокращают рабочие площади , позволяют сохранить 23 миллиарда долларов в эксплуатационных расходах ежегодно и избежать выброса 100 000 тонн углерода .
Это равноценно тому , как если бы мы убрали 21 000 автомобилей с дорог .
Круто , верно ?
Другой пример — компания Pentair .
Pentair — американский промышленный конгломерат .
Около десяти лет назад они продали свой основной бизнес электроинструментов и направили вырученную сумму в бизнес воды .
Очень крупная ставка"
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Один пример весьма близок нашим сердцам	В 2012 году « Стейт Стрит » перевела 54 приложения в облачные платформы , а 85 мы вывели из доступа
Explicit	Expansion.Conjunction	а	В 2012 году « Стейт Стрит » перевела 54 приложения в облачные платформы	85 мы вывели из доступа
Implicit	Expansion.Conjunction	and	В 2012 году « Стейт Стрит » перевела 54 приложения в облачные платформы , а 85 мы вывели из доступа	Мы виртуализировали наши операционные системы и завершили множество проектов по автоматизации
Explicit	Expansion.Conjunction	и	виртуализировали наши операционные системы	завершили множество проектов по автоматизации
Implicit	Contingency.Cause.Result	as a result	Мы виртуализировали наши операционные системы и завершили множество проектов по автоматизации	Эти действия создают большее количество мобильных рабочих мест , сокращают рабочие площади , позволяют сохранить 23 миллиарда долларов в эксплуатационных расходах ежегодно и избежать выброса 100 000 тонн углерода
Explicit	Expansion.Conjunction	и	позволяют сохранить 23 миллиарда долларов в эксплуатационных расходах ежегодно	избежать выброса 100 000 тонн углерода
Explicit	Comparison.Similarity	как	Это равноценно тому	если бы мы убрали 21 000 автомобилей с дорог
AltLex	Comparison.Similarity	Это равноценно тому , как	Эти действия создают большее количество мобильных рабочих мест , сокращают рабочие площади , позволяют сохранить 23 миллиарда долларов в эксплуатационных расходах ежегодно и избежать выброса 100 000 тонн углерода	если бы мы убрали 21 000 автомобилей с дорог
Implicit	Expansion.Conjunction	and	"Один пример весьма близок нашим сердцам .
В 2012 году « Стейт Стрит » перевела 54 приложения в облачные платформы , а 85 мы вывели из доступа .
Мы виртуализировали наши операционные системы и завершили множество проектов по автоматизации .
Эти действия создают большее количество мобильных рабочих мест , сокращают рабочие площади , позволяют сохранить 23 миллиарда долларов в эксплуатационных расходах ежегодно и избежать выброса 100 000 тонн углерода .
Это равноценно тому , как если бы мы убрали 21 000 автомобилей с дорог .
Круто , верно"	Другой пример — компания Pentair
Implicit	Expansion.Conjunction	and	Pentair — американский промышленный конгломерат	Около десяти лет назад они продали свой основной бизнес электроинструментов и направили вырученную сумму в бизнес воды
Explicit	Expansion.Conjunction	и	продали свой основной бизнес электроинструментов	направили вырученную сумму в бизнес воды
Implicit	Expansion.Equivalence	in other words	Около десяти лет назад они продали свой основной бизнес электроинструментов и направили вырученную сумму в бизнес воды	Очень крупная ставка
Implicit	Expansion.Conjunction	and	Очень крупная ставка	Почему они это сделали
AltLex	Hypophora	Почему	Да простят меня фанаты « Большого ремонта » , там больше роста в воде , чем в электроинструментах , и эта компания имеет свои виды на то , что они называют « новый Новый Мир	они это сделали
Implicit	Contingency.Cause.Reason	because	Почему они это сделали	Да простят меня фанаты « Большого ремонта » , там больше роста в воде , чем в электроинструментах , и эта компания имеет свои виды на то , что они называют « новый Новый Мир
Explicit	Expansion.Conjunction	и	там больше роста в воде , чем в электроинструментах	эта компания имеет свои виды на то , что они называют « новый Новый Мир
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	эта компания имеет свои виды на то , что они называют « новый Новый Мир	Это 4 миллиарда человек среднего класса , нуждающиеся в еде , энергии и воде
Implicit	Expansion.Conjunction	and	Это 4 миллиарда человек среднего класса , нуждающиеся в еде , энергии и воде	Вы можете спросить себя , только ли это одиночные случаи
AltLex	Expansion.Equivalence	Я имею в виду	Вы можете спросить себя , только ли это одиночные случаи	серьёзно
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Я имею в виду , серьёзно	Неужели компании , принимающие во внимание устойчивость развития , действительно преуспевают финансово
AltLex	Hypophora	Неужели	компании , принимающие во внимание устойчивость развития , действительно преуспевают финансово	Ответ , который может вас удивить , — да
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Ответ , который может вас удивить , — да	Данные показывают , что акции с лучшими показателями ЭОУ оцениваются так же высоко , как и другие
Implicit	Expansion.Instantiation	for instance	Данные показывают , что акции с лучшими показателями ЭОУ оцениваются так же высоко , как и другие	В голубом цвете показан индекс MSCI World
Implicit	Expansion.Conjunction	and	Это индекс крупных компаний мировых развитых рынков	В золотом цвете мы видим часть компаний с лучшими ЭОУ показателями
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	В золотом цвете мы видим часть компаний с лучшими ЭОУ показателями	На протяжении более трёх лет — никаких компромиссных решений
Implicit	Contingency.Cause+SpeechAct.Result+SpeechAct	so	На протяжении более трёх лет — никаких компромиссных решений	Это хорошо
Implicit	Comparison.Concession.Arg2-as-denier	but	Это хорошо	Мы хотим большего
Implicit	Expansion.Conjunction	and	Мы хотим большего	Я хочу большего
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	В некоторых случаях возможны лучшие показатели компаний с ЭОУ	В голубом цвете — эффективность 500 крупнейших мировых компаний , а в золотом — эффективность части компаний с передовой практикой в стратегии по изменению климата и управлении рисками
Implicit	Expansion.Conjunction	and	В голубом цвете — эффективность 500 крупнейших мировых компаний , а в золотом — эффективность части компаний с передовой практикой в стратегии по изменению климата и управлении рисками	На протяжении почти восьми лет они превосходят по показателям на две трети
Implicit	Expansion.Equivalence	in other words	На протяжении почти восьми лет они превосходят по показателям на две трети	Да , это соотношение
Implicit	Comparison.Concession.Arg2-as-denier	but	Да , это соотношение	Не зависимость
Explicit	Comparison.Concession.Arg2-as-denier	Но	Не зависимость	это действительно иллюстрирует , что экологическое лидерство совместимо с хорошими доходами
Explicit	Expansion.Conjunction	И	это действительно иллюстрирует , что экологическое лидерство совместимо с хорошими доходами	если доходы те же или лучше , а планета выигрывает , не следует ли этому стать нормой
Explicit	Contingency.Condition.Arg2-as-cond	если	не следует ли этому стать нормой	доходы те же или лучше , а планета выигрывает
Explicit	Expansion.Conjunction	а	доходы те же или лучше	планета выигрывает
Implicit	Expansion.Conjunction	and	если доходы те же или лучше , а планета выигрывает , не следует ли этому стать нормой	Вовлечены ли инвесторы , в частности , организации , занимающиеся инвестированием
AltLex	Hypophora	ли	Некоторые — да , и некоторые из них действительно в авангарде	
Explicit	Expansion.Conjunction	и	Некоторые — да	некоторые из них действительно в авангарде
Implicit	Expansion.Instantiation	for instance	Некоторые — да , и некоторые из них действительно в авангарде	Компания « Хеста
Implicit	Expansion.Conjunction	and	Хеста » — пенсионный фонд здравоохранения и общественных услуг рабочих в Австралии с активами в 22 миллиарда долларов	Они верят , что у ЭОУ есть потенциал повлиять на риски и доходы , поэтому внедрение ЭОУ в инвестиционный процесс лежит в основе их обязанности действовать в лучших интересах членов фонда
Explicit	Contingency.Cause.Result	поэтому	Они верят , что у ЭОУ есть потенциал повлиять на риски и доходы	внедрение ЭОУ в инвестиционный процесс лежит в основе их обязанности действовать в лучших интересах членов фонда
Implicit	Contingency.Cause+SpeechAct.Result+SpeechAct	so	"Они верят , что у ЭОУ есть потенциал повлиять на риски и доходы , поэтому внедрение ЭОУ в инвестиционный процесс лежит в основе их обязанности действовать в лучших интересах членов фонда .
Лежит в основе их обязанности"	Вам должны нравиться австралийцы
Explicit	Expansion.Conjunction	и	CalPERS — это пенсионный фонд для госслужащих Калифорнии	его активы составляют 244 миллиарда долларов
Implicit	Expansion.Conjunction	and	Они вторые крупнейшие в США и шестые — в мире	Они идут к 100 % -ному инвестированию с акцентом на устойчивость , систематически внедряя ЭОУ по всему фонду
Implicit	Contingency.Cause.Reason	because	"Они идут к 100 % -ному инвестированию с акцентом на устойчивость , систематически внедряя ЭОУ по всему фонду .
Почему"	Они считают критичным улучшать долгосрочную доходность
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	"Они считают критичным улучшать долгосрочную доходность .
Точка"	Их словами : « Создание долгосрочной ценности требует эффективного управления тремя видами капитала : финансовым , человеческим и физическим
Explicit	Contingency.Cause.Result	почему	Создание долгосрочной ценности требует эффективного управления тремя видами капитала : финансовым , человеческим и физическим	мы заинтересованы в ЭОУ
Implicit	Expansion.Conjunction	and	Часть моей работы — общение со множеством инвесторов	Не все из них видят это в том же свете
Implicit	Expansion.Instantiation	for instance	Не все из них видят это в том же свете	Часто я слышу : « От нас требуется увеличивать доход , и в таком варианте мы этого не сделаем
Explicit	Expansion.Conjunction	и	От нас требуется увеличивать доход	в таком варианте мы этого не сделаем
Explicit	Expansion.Disjunction	Или	От нас требуется увеличивать доход , и в таком варианте мы этого не сделаем	Не хочется использовать портфолио для создания программных заявлений
Implicit	Comparison.Concession.Arg2-as-denier	but	"Часто я слышу : « От нас требуется увеличивать доход , и в таком варианте мы этого не сделаем » .
Или : « Не хочется использовать портфолио для создания программных заявлений"	Один ответ , действительно задевший меня за живое : « Если ты хочешь внести свой вклад — заработай денег и отдай прибыль на благотворительность
Explicit	Contingency.Condition.Arg2-as-cond	Если	заработай денег и отдай прибыль на благотворительность	ты хочешь внести свой вклад
Implicit	Contingency.Cause+SpeechAct.Result+SpeechAct	so	Один ответ , действительно задевший меня за живое : « Если ты хочешь внести свой вклад — заработай денег и отдай прибыль на благотворительность	Прямо-таки досадно , раздражает
Implicit	Expansion.Conjunction	and	Прямо-таки досадно , раздражает	Позвольте кое-что прояснить
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Позвольте кое-что прояснить	Компании и инвесторы — не единственные , кто ответственен за судьбу планеты
Implicit	Expansion.Conjunction	and	Компании и инвесторы — не единственные , кто ответственен за судьбу планеты	У них нет бесконечных общественных обязанностей , и предусмотрительное инвестирование и финансовая теория не подчинены устойчивости развития
Explicit	Expansion.Conjunction	и	У них нет бесконечных общественных обязанностей	предусмотрительное инвестирование и финансовая теория не подчинены устойчивости развития
Implicit	Comparison.Concession.Arg2-as-denier	but	У них нет бесконечных общественных обязанностей , и предусмотрительное инвестирование и финансовая теория не подчинены устойчивости развития	Они совместимы
Implicit	Expansion.Conjunction	and	Они совместимы	Я не говорю здесь о соотношении выгод и потерь
Explicit	Comparison.Concession.Arg2-as-denier	Но	Я не говорю здесь о соотношении выгод и потерь	инвестирующие организации — это ключевой фактор устойчивости развития
Implicit	Expansion.Conjunction	and	инвестирующие организации — это ключевой фактор устойчивости развития	Почему ключ в их руках
AltLex	Hypophora	Почему	Ответ прост : у них есть деньги	ключ в их руках
AltLex	Contingency.Cause.Reason	Ответ прост	ключ в их руках	у них есть деньги
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	у них есть деньги	Много денег
Explicit	Expansion.Equivalence	То есть	Много денег	прямо-таки очень много
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	прямо-таки очень много	Мировой рынок акций оценён в 55 триллионов долларов
Implicit	Expansion.Conjunction	and	Мировой рынок акций оценён в 55 триллионов долларов	Мировой рынок облигаций — в 78 триллионов
AltLex	Expansion.Level-of-detail.Arg1-as-detail	Вместе	"Мировой рынок акций оценён в 55 триллионов долларов .
Мировой рынок облигаций — в 78 триллионов"	это 133 триллиона
Implicit	Expansion.Equivalence	in other words	это 133 триллиона	Это в 8,5 раза больше ВВП США
Implicit	Expansion.Equivalence	in other words	Это в 8,5 раза больше ВВП США	Это самая крупная мировая экономика
Implicit	Expansion.Equivalence	in other words	Это самая крупная мировая экономика	Это чертовски серьёзная мощь
Explicit	Contingency.Cause.Result	Поэтому	Это чертовски серьёзная мощь	можно переосмыслить некоторые из насущных проблем , вроде пресной воды , чистого воздуха , накормить 10 миллиардов человек , если бы инвестирующие организации внедрили ЭОУ в процесс инвестирования
Explicit	Contingency.Condition.Arg2-as-cond	если	можно переосмыслить некоторые из насущных проблем , вроде пресной воды , чистого воздуха , накормить 10 миллиардов человек	бы инвестирующие организации внедрили ЭОУ в процесс инвестирования
Implicit	Expansion.Instantiation	for instance	можно переосмыслить некоторые из насущных проблем , вроде пресной воды , чистого воздуха , накормить 10 миллиардов человек , если бы инвестирующие организации внедрили ЭОУ в процесс инвестирования	Что , если бы они использовали эту мощь , чтобы вложить большую часть капитала в компании , упорно работающие над разрешением этих проблем или , по крайней мере , предотвращением их усугубления
Explicit	Contingency.Condition.Arg2-as-cond	если	Что	бы они использовали эту мощь , чтобы вложить большую часть капитала в компании , упорно работающие над разрешением этих проблем или , по крайней мере , предотвращением их усугубления
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	бы они использовали эту мощь	вложить большую часть капитала в компании , упорно работающие над разрешением этих проблем или , по крайней мере , предотвращением их усугубления
Implicit	Expansion.Conjunction	and	Что , если бы они использовали эту мощь , чтобы вложить большую часть капитала в компании , упорно работающие над разрешением этих проблем или , по крайней мере , предотвращением их усугубления	Что , если мы работаем , сберегаем и инвестируем только для того , чтобы выйти на пенсию в мире , более напряжённом и менее безопасном , чем сейчас
Explicit	Contingency.Condition.Arg2-as-cond	если	Что	мы работаем , сберегаем и инвестируем только для того , чтобы выйти на пенсию в мире , более напряжённом и менее безопасном , чем сейчас
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	мы работаем , сберегаем и инвестируем только для того	выйти на пенсию в мире , более напряжённом и менее безопасном , чем сейчас
Implicit	Expansion.Conjunction	and	Что , если мы работаем , сберегаем и инвестируем только для того , чтобы выйти на пенсию в мире , более напряжённом и менее безопасном , чем сейчас	Что , если недостаточно чистого воздуха и пресной воды
Explicit	Contingency.Condition.Arg2-as-cond	если	Что	недостаточно чистого воздуха и пресной воды
Implicit	Expansion.Conjunction	and	Что , если недостаточно чистого воздуха и пресной воды	Справедливым вопросом может быть : что , если вся эта история с рисками устойчивого развития преувеличена , гиперболизирована и вовсе не срочна , такая идея для добродетельных потребителей или вариант образа жизни
Explicit	Contingency.Condition.Arg2-as-cond	если	что	вся эта история с рисками устойчивого развития преувеличена , гиперболизирована и вовсе не срочна , такая идея для добродетельных потребителей или вариант образа жизни
Explicit	Comparison.Concession.Arg2-as-denier	но	Любой программе действий присущи риски и затраты	они гораздо меньшие , нежели отдалённые риски и затраты , порождаемые комфортным бездействием
Implicit	Expansion.Conjunction	and	Любой программе действий присущи риски и затраты , но они гораздо меньшие , нежели отдалённые риски и затраты , порождаемые комфортным бездействием	Я понимаю , что существует оценка риска , но так как это основано на широком научном консенсусе , вероятность того , что это не категорически неправильно выше , чем вероятность того , что дом сгорит дотла или можно попасть в автокатастрофу
Explicit	Comparison.Concession.Arg2-as-denier	но	существует оценка риска	вероятность того , что это не категорически неправильно выше , чем вероятность того , что дом сгорит дотла или можно попасть в автокатастрофу
Explicit	Contingency.Cause.Reason	так как	вероятность того , что это не категорически неправильно выше , чем вероятность того , что дом сгорит дотла или можно попасть в автокатастрофу	это основано на широком научном консенсусе
Implicit	Comparison.Concession.Arg2-as-denier	though	вероятность того , что это не категорически неправильно выше , чем вероятность того , что дом сгорит дотла или можно попасть в автокатастрофу	Может , и нет , если вы живёте в Бостоне
Explicit	Contingency.Condition.Arg2-as-cond	если	Может , и нет	вы живёте в Бостоне
Explicit	Comparison.Concession.Arg2-as-denier	Но	Может , и нет , если вы живёте в Бостоне	моя идея в том , что мы покупаем страховку , чтобы защитить себя финансово на случай , если такие несчастия случатся
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	мы покупаем страховку	защитить себя финансово на случай , если такие несчастия случатся
Explicit	Contingency.Condition.Arg2-as-cond	если	защитить себя финансово на случай	такие несчастия случатся
Implicit	Expansion.Conjunction	and	моя идея в том , что мы покупаем страховку , чтобы защитить себя финансово на случай , если такие несчастия случатся	В том же смысле , инвестируя в устойчивость , мы делаем две вещи
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	В том же смысле , инвестируя в устойчивость , мы делаем две вещи	Создаём страховку , сокращая риски для планеты и экономики , и в то же время в краткосрочной перспективе не жертвуем производительностью
Explicit	Expansion.Conjunction	и	Создаём страховку , сокращая риски для планеты и экономики	в то же время в краткосрочной перспективе не жертвуем производительностью
AltLex	Temporal.Synchronous	в то же время	Создаём страховку , сокращая риски для планеты и экономики	в краткосрочной перспективе не жертвуем производительностью
Explicit	Contingency.Condition.Arg2-as-cond	если	Что	это обман
Explicit	Expansion.Conjunction	и	это обман	мы создаём лучший мир зря
Implicit	Expansion.Conjunction	and	Отлично , вам нравится	Мне тоже
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Мне тоже	Мне нравится , потому что он подшучивает над обеими сторонами проблемы изменения климата
Explicit	Contingency.Cause.Reason	потому что	Мне нравится	он подшучивает над обеими сторонами проблемы изменения климата
Implicit	Expansion.Conjunction	and	Мне нравится , потому что он подшучивает над обеими сторонами проблемы изменения климата	Готов спорить , вы не знаете , на какой я стороне
Implicit	Expansion.Conjunction	and	Готов спорить , вы не знаете , на какой я стороне	Что мне действительно нравится , так это то , что это мне напоминает о словах Марка Твена : « Планируй на будущее , ибо это то , где ты проведёшь остаток жизни
Explicit	Contingency.Cause.Reason	ибо	Планируй на будущее	это то , где ты проведёшь остаток жизни
