rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Протезисты до сих пор используют традиционные методы , такие как литьё и гипсование , чтобы создать однокомпонентные культеприемные гильзы	Такие гильзы оказывают невыносимое давление на конечности пациента , оставляя пролежни и волдыри
Explicit	Expansion.Conjunction	И	Такие гильзы оказывают невыносимое давление на конечности пациента , оставляя пролежни и волдыри	не важно , насколько сильна протезная нога
Explicit	Contingency.Condition.Arg2-as-cond	Если	культеприемная гильза неудобная	вы не сможете управлять ногой
Implicit	Expansion.Equivalence	in other words	не важно , насколько сильна протезная нога	Если культеприемная гильза неудобная , вы не сможете управлять ногой , а в наше время это просто недопустимо
Explicit	Comparison.Concession.Arg2-as-denier	а	Если культеприемная гильза неудобная , вы не сможете управлять ногой	в наше время это просто недопустимо
Explicit	Contingency.Cause.Result	Поэтому	Если культеприемная гильза неудобная , вы не сможете управлять ногой , а в наше время это просто недопустимо	однажды , когда я познакомился с профессором Хаг Херром , около 2,5 лет назад , и он спросил меня , знаю ли я , как решить эту проблему , я ответил : « Нет , пока нет , но я был бы рад заняться этим вопросом
Explicit	Temporal.Synchronous	когда		я познакомился с профессором Хаг Херром , около 2,5 лет назад , и он спросил меня , знаю ли я , как решить эту проблему
Explicit	Expansion.Conjunction	и	я познакомился с профессором Хаг Херром , около 2,5 лет назад	он спросил меня , знаю ли я , как решить эту проблему
Explicit	Comparison.Concession.Arg2-as-denier	но	Нет , пока нет	я был бы рад заняться этим вопросом
Explicit	Contingency.Cause.Result	Итак	Поэтому однажды , когда я познакомился с профессором Хаг Херром , около 2,5 лет назад , и он спросил меня , знаю ли я , как решить эту проблему , я ответил : « Нет , пока нет , но я был бы рад заняться этим вопросом	для своей докторской диссертации в MIT Media Lab я изготовил индивидуальные культеприемные гильзы быстро и недорого , которые были намного удобнее обычных протезов
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Итак , для своей докторской диссертации в MIT Media Lab я изготовил индивидуальные культеприемные гильзы быстро и недорого , которые были намного удобнее обычных протезов	Я использовал магнитно-резонансную томографию , чтобы заснять реальную форму анатомии пациента , потом применил конечно-элементное моделирование , чтобы лучше предсказать внутренние напряжения и деформации при нормальных нагрузках , и после создал культеприемные гильзы для производства
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	Я использовал магнитно-резонансную томографию	заснять реальную форму анатомии пациента
Explicit	Temporal.Asynchronous.Precedence	потом	Я использовал магнитно-резонансную томографию , чтобы заснять реальную форму анатомии пациента	применил конечно-элементное моделирование , чтобы лучше предсказать внутренние напряжения и деформации при нормальных нагрузках
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	применил конечно-элементное моделирование	лучше предсказать внутренние напряжения и деформации при нормальных нагрузках
Explicit	Temporal.Asynchronous.Precedence	и после	потом применил конечно-элементное моделирование , чтобы лучше предсказать внутренние напряжения и деформации при нормальных нагрузках	создал культеприемные гильзы для производства
Implicit	Temporal.Asynchronous.Precedence	after that	Я использовал магнитно-резонансную томографию , чтобы заснять реальную форму анатомии пациента , потом применил конечно-элементное моделирование , чтобы лучше предсказать внутренние напряжения и деформации при нормальных нагрузках , и после создал культеприемные гильзы для производства	Мы использовали 3D принтер , чтобы создать многокомпонентную культеприемную гильзу , которая бы ослабляла давление где нужно , в зависимости от анатомии пациента
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	Мы использовали 3D принтер	создать многокомпонентную культеприемную гильзу , которая бы ослабляла давление где нужно , в зависимости от анатомии пациента
Explicit	Expansion.Level-of-detail.Arg1-as-detail	Вкратце	Мы использовали 3D принтер , чтобы создать многокомпонентную культеприемную гильзу , которая бы ослабляла давление где нужно , в зависимости от анатомии пациента	мы использовали информацию , чтобы сделать новейшие гильзы быстро и дёшево
Explicit	Contingency.Purpose.Arg2-as-goal	чтобы	мы использовали информацию	сделать новейшие гильзы быстро и дёшево
Explicit	Expansion.Conjunction	и	у которого ампутировали конечность около 20 лет назад	который сменил десятки протезов
Explicit	Expansion.Conjunction	и	Он такой мягкий , это как ходить по подушкам	он чертовски сексуальный
Implicit	Expansion.Conjunction	and	Инвалидность в наше время не должна никому мешать жить полноценной жизнью	Я надеюсь и мечтаю , что инструменты и процессы , которые мы разрабатываем в нашей исследовательской команде , можно будет использовать для предоставления высоко функциональных протезов тем , кто в них нуждается
Implicit	Contingency.Cause.Reason	because	Я надеюсь и мечтаю , что инструменты и процессы , которые мы разрабатываем в нашей исследовательской команде , можно будет использовать для предоставления высоко функциональных протезов тем , кто в них нуждается	Для меня отправной точкой в лечении душ тех , кто пострадал от войны или болезней , является создание комфортных и доступных сопряжений для их тел.
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Для меня отправной точкой в лечении душ тех , кто пострадал от войны или болезней , является создание комфортных и доступных сопряжений для их тел	Будь то Сьерра-Леоне или Бостон , я надеюсь , что это не только восстановит , но действительно изменит их восприятие человеческого потенциала
