rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Conjunction	und	Sogar Justin Bieber-Fans sind vertreten	Andere Boy-Groups , Countrysänger , Gospelmusiker , Funk , Rap und Stand-Up-Komödianten
Explicit	Expansion.Conjunction	Und sogar	Andere Boy-Groups , Countrysänger , Gospelmusiker , Funk , Rap und Stand-Up-Komödianten	eine ganze Gruppe rund um Drogen und Witze
Explicit	Expansion.Conjunction	Auch	Wie cool ist das denn	"die Fußballmannschaft "" Flamengo "" ist vertreten"
Implicit	Expansion.Level-of-detail.Arg1-as-detail	in sum	"Es ist eine sehr heterogene Stadt , nicht wie Baltimore oder San Francisco .
Es gibt immer noch die Gruppen an Menschen aus Verwaltung , Zeitungen , Politk und Kolummnisten .
TEDxRio is unten rechts , rechts neben Bloggern und Autoren .
Es gibt aber auch diese enorme Vielfalt an Menschen , interessiert an verschiedenen Musikarten .
Sogar Justin Bieber-Fans sind vertreten .
Andere Boy-Groups , Countrysänger , Gospelmusiker , Funk , Rap und Stand-Up-Komödianten .
Und sogar eine ganze Gruppe rund um Drogen und Witze .
Wie cool ist das denn ?
Auch die Fußballmannschaft "" Flamengo "" ist vertreten"	Sie haben diese Bandbreite von Sport , Verwaltung , Kunst und Musik , aber in einer ganz anderen Art dargestellt
Implicit	Expansion.Conjunction	and	Sie haben diese Bandbreite von Sport , Verwaltung , Kunst und Musik , aber in einer ganz anderen Art dargestellt	dass könnte zu der Art , wie wir Rio verstehen , passen , als eine sehr multikulturelle , musikalisch vielfältige Stadt
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Wir haben all diese Daten , ein unglaublich reichhaltiger Bestand an Daten über Städte	Vielleicht reichhaltiger als alles , was wir je zuvor hatten
Implicit	Contingency.Cause.Result	so	Vielleicht reichhaltiger als alles , was wir je zuvor hatten	Was können wir damit anfangen
AltLex	Hypophora	Was	können wir damit anfangen	"als Erstes sollten wir versuchen zu verstehen : Ist diese Trennung ein soziales Konzept ?
Ist es etwas , dass wir wählen , obwohl wir es auch nicht tun könnten ?
Wenn Sie darüber nachdenken , mit diesem Daten haben wir einen Blick darauf und betrachten die Stadt wie einen riesigen Schulspeiseraum , beobachten , wie sich jeder in dieser Stadt seinen Stuhl sucht .
Vielleicht ist es Zeit , an dieser Bestuhlung etwas zu rütteln .
Uns wird auch bewusst , dass Rasse ein miserabler Vertreter für Vielfältigkeit ist .
Wir haben Verteter aus allen Arten von Rassen über die ganze Karte verteilt .
Nur die Rasse zu betrachten , erklärt aber die Vielfältigkeit der Stadtentwicklung nicht .
Wenn wir versuchen diese Vielfalt zu nutzen , um heikle Probleme anzugehen , brauchen wir eine neue Art des Denkens bezüglich Vielfältigkeit .
Schlussendlich haben wir die Fähigkeit , Interventionen zu starten , die unsere Städte in einer neuen Art umformen .
Ich glaube , dass wir dieses Potential haben .
Wir haben sogar die Verpflichtung es zu tun"
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Ich denke , als Erstes sollten wir versuchen zu verstehen : Ist diese Trennung ein soziales Konzept	Ist es etwas , dass wir wählen , obwohl wir es auch nicht tun könnten
Implicit	Expansion.Conjunction	und	Wenn Sie darüber nachdenken , mit diesem Daten haben wir einen Blick darauf und betrachten die Stadt wie einen riesigen Schulspeiseraum , beobachten , wie sich jeder in dieser Stadt seinen Stuhl sucht	Vielleicht ist es Zeit , an dieser Bestuhlung etwas zu rütteln
Explicit	Expansion.Conjunction	auch	Vielleicht ist es Zeit , an dieser Bestuhlung etwas zu rütteln	
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Uns wird auch bewusst , dass Rasse ein miserabler Vertreter für Vielfältigkeit ist	Wir haben Verteter aus allen Arten von Rassen über die ganze Karte verteilt
Explicit	Comparison.Concession.Arg2-as-denier	aber	Wir haben Verteter aus allen Arten von Rassen über die ganze Karte verteilt	
Implicit	Contingency.Cause.Result	that's why	Nur die Rasse zu betrachten , erklärt aber die Vielfältigkeit der Stadtentwicklung nicht	Wenn wir versuchen diese Vielfalt zu nutzen , um heikle Probleme anzugehen , brauchen wir eine neue Art des Denkens bezüglich Vielfältigkeit
Explicit	Expansion.Conjunction	Schlussendlich	Wenn wir versuchen diese Vielfalt zu nutzen , um heikle Probleme anzugehen , brauchen wir eine neue Art des Denkens bezüglich Vielfältigkeit	haben wir die Fähigkeit , Interventionen zu starten , die unsere Städte in einer neuen Art umformen
Explicit	Expansion.Conjunction	sogar	Ich glaube , dass wir dieses Potential haben	
AltLex	Hypophora	Was	ist also eine Stadt	Jemand könnte sagen , ein geografisches Gebiet , eine Reihe von Straßen und Gebäuden
Explicit	Comparison.Concession.Arg2-as-denier	aber	Jemand könnte sagen , ein geografisches Gebiet , eine Reihe von Straßen und Gebäuden	
Implicit	Expansion.Conjunction	and	Ich glaube aber , eine Stadt ist die Summe der Beziehungen der Leute , die dort leben	Wenn wir anfangen können , die Beziehungen wirklich zu dokumentieren , hätten wir eine echte Chance , die Städte zu erhalten , die wir gerne hätten
