rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Conjunction	and	Ich begann es zu verstehen , als ich eines kalten Tages im Mai einige Uni-Bogenschützen beobachten ging , alles Frauen , wie das Schicksal es wollte , an der nördlichen Spitze von Manhatten , am Baker-Sportkomplex der Columbia-Universität	Ich wollte sehen , was das sogenannte Archer ' s Paradox ist , die Idee , dass man , um das Ziel genau zu treffen , auf etwas zielen muss , das etwas daneben liegt
Explicit	Contingency.Purpose.Arg2-as-goal	um		das Ziel genau zu treffen
Implicit	Contingency.Cause.Result	so	Ich wollte sehen , was das sogenannte Archer ' s Paradox ist , die Idee , dass man , um das Ziel genau zu treffen , auf etwas zielen muss , das etwas daneben liegt	Ich stand da und schaute zu , wie der Trainer die Frauen in seinem grauen Kleinbus vorfuhr und sie mit einer Art gelassener Konzentration ausstiegen
Explicit	Expansion.Conjunction	und	stand da	schaute zu
Explicit	Expansion.Conjunction	und	der Trainer die Frauen in seinem grauen Kleinbus vorfuhr	sie mit einer Art gelassener Konzentration ausstiegen
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Ich stand da und schaute zu , wie der Trainer die Frauen in seinem grauen Kleinbus vorfuhr und sie mit einer Art gelassener Konzentration ausstiegen	Eine hielt eine halb gegessene Eistüte in der einen Hand und Pfeile mit gelber Befiederung in der linken
Explicit	Expansion.Conjunction	Und	Eine hielt eine halb gegessene Eistüte in der einen Hand und Pfeile mit gelber Befiederung in der linken	sie gingen lächelnd an mir vorbei , aber sie taxierten mich , während sie zum Rasen gingen , und redeten miteinander nicht durch Worte , sondern durch Nummern , Gradangaben , wie ich dachte , Positionen für die Möglichkeit , ihr Ziel zu treffen
Explicit	Comparison.Concession.Arg2-as-denier	aber	Und sie gingen lächelnd an mir vorbei	sie taxierten mich , während sie zum Rasen gingen
Explicit	Temporal.Synchronous	während	sie taxierten mich	sie zum Rasen gingen
Explicit	Expansion.Conjunction	und	sie taxierten mich , während sie zum Rasen gingen	redeten miteinander nicht durch Worte , sondern durch Nummern , Gradangaben , wie ich dachte , Positionen für die Möglichkeit , ihr Ziel zu treffen
Implicit	Expansion.Conjunction	and	Und sie gingen lächelnd an mir vorbei , aber sie taxierten mich , während sie zum Rasen gingen , und redeten miteinander nicht durch Worte , sondern durch Nummern , Gradangaben , wie ich dachte , Positionen für die Möglichkeit , ihr Ziel zu treffen	Ich stand hinter einer Schützin , als sich ihr Coach dazwischen stellte , wohl um zu erkennen , wer Unterstützung benötigte , und ihr zusah
Explicit	Temporal.Synchronous	als	Ich stand hinter einer Schützin	sich ihr Coach dazwischen stellte , wohl um zu erkennen , wer Unterstützung benötigte
Explicit	Contingency.Purpose.Arg2-as-goal	um	als sich ihr Coach dazwischen stellte	zu erkennen , wer Unterstützung benötigte
Explicit	Expansion.Conjunction	und	dazwischen stellte , wohl um zu erkennen , wer Unterstützung benötigte	ihr zusah
Implicit	Expansion.Conjunction	and	Ich stand hinter einer Schützin , als sich ihr Coach dazwischen stellte , wohl um zu erkennen , wer Unterstützung benötigte , und ihr zusah	Ich verstand nicht , wie auch nur eine den 10er-Ring treffen wollte
Explicit	Expansion.Conjunction	Und	Der 10er-Ring aus der 70-Meter-Standard-Distanz sieht etwa so klein aus wie ein Streichholzkopf etwa eine Armlänge entfernt	das bei einem Zuggewicht von ca. 50 Pfund , das bei jedem Schuss gehalten wird
Explicit	Expansion.Conjunction	und	Sie traf erst eine Sieben , meine ich , dann eine Neun , dann zweimal die Zehn	der nächste Pfeil traf nicht mal das Ziel
Explicit	Expansion.Conjunction	Und	Sie traf erst eine Sieben , meine ich , dann eine Neun , dann zweimal die Zehn , und der nächste Pfeil traf nicht mal das Ziel	das verlieh ihr mehr Hartnäckigkeit , denn sie schoss wieder und wieder
Explicit	Contingency.Cause.Reason	denn	das verlieh ihr mehr Hartnäckigkeit	sie schoss wieder und wieder
AltLex	Temporal.Asynchronous.Precedence	Am Ende der Übung	Das ging drei Stunden lang so weiter	"war eine der Schützinnen so ausgelaugt , dass sie sich auf den Boden legte , platt wie eine Flunder , ihr Gesicht in den Himmel blickend .
Vielleicht suchte sie , was T. S. Eliot den "" Ruhepol der sich drehenden Welt "" nannte"
Explicit	Contingency.Purpose.Arg2-as-goal	um	die Körperhaltung drei Stunden lang zu beachten	ein Ziel zu treffen und Spitzenleistungen zu erreichen
Explicit	Comparison.Concession.Arg2-as-denier	Aber	In der amerikanischen Kultur kommt es selten vor -- es ist mittlerweile beruflich nicht mehr so wichtig -- dass man Hartnäckigkeit beobachten kann mit diesem Grad an Genauigkeit , was es wirklich bedeutet , die Körperhaltung drei Stunden lang zu beachten , um ein Ziel zu treffen und Spitzenleistungen zu erreichen , die in Vergessenheit geraten sind	ich blieb , weil mir klar wurde , dass ich Zeugin von etwas war , was so selten zu sehen ist , den Unterschied zwischen Erfolg und Meisterschaft
Explicit	Contingency.Cause.Reason	weil	ich blieb	mir klar wurde , dass ich Zeugin von etwas war , was so selten zu sehen ist , den Unterschied zwischen Erfolg und Meisterschaft
Explicit	Expansion.Level-of-detail.Arg1-as-detail	also	Aber ich blieb , weil mir klar wurde , dass ich Zeugin von etwas war , was so selten zu sehen ist , den Unterschied zwischen Erfolg und Meisterschaft	
Explicit	Comparison.Concession.Arg2-as-denier	aber	Erfolg haben , bedeutet also , den Ring Nr. 10 zu treffen	Meisterschaft lässt erkennen , dass das nichts bedeutet , wenn man es nicht immer wieder wiederholen kann
Explicit	Contingency.Condition.Arg2-as-cond	wenn	das nichts bedeutet	man es nicht immer wieder wiederholen kann
Explicit	Comparison.Concession.Arg2-as-denier	allerdings	Erfolg haben , bedeutet also , den Ring Nr. 10 zu treffen , aber Meisterschaft lässt erkennen , dass das nichts bedeutet , wenn man es nicht immer wieder wiederholen kann	
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Meisterschaft ist allerdings nicht gleich Spitzenleistung	Es ist nicht das gleiche wie Erfolg , was ich als ein Ereignis ansehe , einen Augenblick in der Zeit und als einen Stempel , den die Welt dir aufdrückt
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in other words	Es ist nicht das gleiche wie Erfolg , was ich als ein Ereignis ansehe , einen Augenblick in der Zeit und als einen Stempel , den die Welt dir aufdrückt	Meisterschaft ist nicht die Bekenntnis zu einem Ziel , sondern das ständige Streben danach
Explicit	Comparison.Contrast	sondern	nicht die Bekenntnis zu einem Ziel	das ständige Streben danach
Implicit	Expansion.Conjunction	and	Meisterschaft ist nicht die Bekenntnis zu einem Ziel , sondern das ständige Streben danach	Was uns dazu bringt , Dinge zu tun , uns weiter voran zu treiben , ist den Beinahe-Erfolg zu schätzen
Explicit	Hypophora	Wie oft	haben wir etwas als einen Klassiker , ein Meisterwerk angesehen , während sein Schöpfer es als hoffnungslos unfertig ansieht , von Schwierigkeiten und Fehlern durchzogen , mit anderen Worten , ein Beinahe-Erfolg	"Elizabeth Murray hat mich mit der Ansicht über ihre früheren Gemälde überrascht .
Der Maler Paul Cézanne hat so oft gedacht , seine Arbeiten wären unvollständig , dass er sie unbeachtet links liegen ließ mit der Absicht , sie später wieder hervorzuholen , aber am Ende seines Lebens hatte er als Ergebnis zur zehn Prozent seiner Gemälde signiert .
Sein Lieblingsroman war "" Das unbekannte Meisterwerk "" von Honoré de Balzac und er fühlte sich selbst als Hauptdarsteller .
Franz Kafka sah Unvollständigkeit , wenn andere seine Werke nur loben konnten , so sehr , dass er all seine Tagebücher , seine Manuskripte , Briefe und sogar Skizzen nach seinem Tod verbrannt haben wollte .
Sein Freund lehnte diese Bitte ab , weshalb wir heute all die Werke von Kafka kennen : "" Amerika "" ( "" Der Verschollene "" ) , "" Der Prozess "" und "" Das Schloss "" ; eine Arbeit so unvollständig , dass sie sogar mitten im Satz aufhört .
Die Verfolgung der Meisterschaft , mit anderen Worten , ist fast so etwas wie ein ewiges Vorwärtsstreben .
"" Gott , gib , dass ich mehr wünsche , als ich erreichen kann "" , flehte Michelangelo , vielleicht zum alttestamentarischen Gott in der Sixtinischen Kapelle , und er selbst wäre Adam mit dem ausgestreckten Finger , der die Hand Gottes nicht ganz erreicht"
Explicit	Temporal.Synchronous	während		sein Schöpfer es als hoffnungslos unfertig ansieht , von Schwierigkeiten und Fehlern durchzogen
Implicit	Expansion.Conjunction	and	Elizabeth Murray hat mich mit der Ansicht über ihre früheren Gemälde überrascht	Der Maler Paul Cézanne hat so oft gedacht , seine Arbeiten wären unvollständig , dass er sie unbeachtet links liegen ließ mit der Absicht , sie später wieder hervorzuholen , aber am Ende seines Lebens hatte er als Ergebnis zur zehn Prozent seiner Gemälde signiert
Explicit	Comparison.Concession.Arg2-as-denier	aber	Der Maler Paul Cézanne hat so oft gedacht , seine Arbeiten wären unvollständig , dass er sie unbeachtet links liegen ließ mit der Absicht , sie später wieder hervorzuholen	am Ende seines Lebens hatte er als Ergebnis zur zehn Prozent seiner Gemälde signiert
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Der Maler Paul Cézanne hat so oft gedacht , seine Arbeiten wären unvollständig , dass er sie unbeachtet links liegen ließ mit der Absicht , sie später wieder hervorzuholen , aber am Ende seines Lebens hatte er als Ergebnis zur zehn Prozent seiner Gemälde signiert	"Sein Lieblingsroman war "" Das unbekannte Meisterwerk "" von Honoré de Balzac und er fühlte sich selbst als Hauptdarsteller"
Explicit	Expansion.Conjunction	und	"Sein Lieblingsroman war "" Das unbekannte Meisterwerk "" von Honoré de Balzac"	er fühlte sich selbst als Hauptdarsteller
Implicit	Expansion.Conjunction	and	"Sein Lieblingsroman war "" Das unbekannte Meisterwerk "" von Honoré de Balzac und er fühlte sich selbst als Hauptdarsteller"	Franz Kafka sah Unvollständigkeit , wenn andere seine Werke nur loben konnten , so sehr , dass er all seine Tagebücher , seine Manuskripte , Briefe und sogar Skizzen nach seinem Tod verbrannt haben wollte
Explicit	Temporal.Synchronous	wenn		andere seine Werke nur loben konnten
Implicit	Comparison.Contrast	but	Franz Kafka sah Unvollständigkeit , wenn andere seine Werke nur loben konnten , so sehr , dass er all seine Tagebücher , seine Manuskripte , Briefe und sogar Skizzen nach seinem Tod verbrannt haben wollte	"Sein Freund lehnte diese Bitte ab , weshalb wir heute all die Werke von Kafka kennen : "" Amerika "" ( "" Der Verschollene "" ) , "" Der Prozess "" und "" Das Schloss "" ; eine Arbeit so unvollständig , dass sie sogar mitten im Satz aufhört"
Explicit	Contingency.Cause.Result	weshalb	Sein Freund lehnte diese Bitte ab	"wir heute all die Werke von Kafka kennen : "" Amerika "" ( "" Der Verschollene "" ) , "" Der Prozess "" und "" Das Schloss "" ; eine Arbeit so unvollständig , dass sie sogar mitten im Satz aufhört"
Explicit	Expansion.Level-of-detail.Arg1-as-detail	mit anderen Worten	"Elizabeth Murray hat mich mit der Ansicht über ihre früheren Gemälde überrascht .
Der Maler Paul Cézanne hat so oft gedacht , seine Arbeiten wären unvollständig , dass er sie unbeachtet links liegen ließ mit der Absicht , sie später wieder hervorzuholen , aber am Ende seines Lebens hatte er als Ergebnis zur zehn Prozent seiner Gemälde signiert .
Sein Lieblingsroman war "" Das unbekannte Meisterwerk "" von Honoré de Balzac und er fühlte sich selbst als Hauptdarsteller .
Franz Kafka sah Unvollständigkeit , wenn andere seine Werke nur loben konnten , so sehr , dass er all seine Tagebücher , seine Manuskripte , Briefe und sogar Skizzen nach seinem Tod verbrannt haben wollte .
Sein Freund lehnte diese Bitte ab , weshalb wir heute all die Werke von Kafka kennen : "" Amerika "" ( "" Der Verschollene "" ) , "" Der Prozess "" und "" Das Schloss "" ; eine Arbeit so unvollständig , dass sie sogar mitten im Satz aufhört"	
Implicit	Expansion.Instantiation	for example	Die Verfolgung der Meisterschaft , mit anderen Worten , ist fast so etwas wie ein ewiges Vorwärtsstreben	""" Gott , gib , dass ich mehr wünsche , als ich erreichen kann "" , flehte Michelangelo , vielleicht zum alttestamentarischen Gott in der Sixtinischen Kapelle , und er selbst wäre Adam mit dem ausgestreckten Finger , der die Hand Gottes nicht ganz erreicht"
Explicit	Expansion.Conjunction	und	"Gott , gib , dass ich mehr wünsche , als ich erreichen kann "" , flehte Michelangelo , vielleicht zum alttestamentarischen Gott in der Sixtinischen Kapelle"	er selbst wäre Adam mit dem ausgestreckten Finger , der die Hand Gottes nicht ganz erreicht
Implicit	Expansion.Level-of-detail.Arg1-as-detail	so	"Gott , gib , dass ich mehr wünsche , als ich erreichen kann "" , flehte Michelangelo , vielleicht zum alttestamentarischen Gott in der Sixtinischen Kapelle , und er selbst wäre Adam mit dem ausgestreckten Finger , der die Hand Gottes nicht ganz erreicht"	Meisterschaft ist das Streben , nicht das Erreichen
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in other words	Meisterschaft ist das Streben , nicht das Erreichen	Es ist der ständige Wunsch , die Lücke zwischen dem , wo du bist und dem , wo du sein möchtest , zu schließen
Explicit	Expansion.Conjunction	und	dem , wo du bist	dem , wo du sein möchtest
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Es ist der ständige Wunsch , die Lücke zwischen dem , wo du bist und dem , wo du sein möchtest , zu schließen	In der Meisterschaft geht darum , Opfer für die Tätigkeit zu bringen und nicht darum , Dinge deiner Karriere zuliebe zu tun
Explicit	Expansion.Conjunction	und	darum , Opfer für die Tätigkeit zu bringen	nicht darum , Dinge deiner Karriere zuliebe zu tun
Explicit	Hypophora	Wie viele	Erfinder und verborgene Unternehmer leben dieses Phänomen	Wir sehen es auch am Leben des unbezwingbaren Arktis-Forschers Ben Saunders , der mir erzählte , dass seine Triumphe nicht bloß das Ergebnis einer großartigen Leistung sind , sondern der Antrieb , der durch eine Reihe von Beinahe-Erfolgen entsteht
Implicit	Expansion.Level-of-detail.Arg1-as-detail	so	Wir sehen es auch am Leben des unbezwingbaren Arktis-Forschers Ben Saunders , der mir erzählte , dass seine Triumphe nicht bloß das Ergebnis einer großartigen Leistung sind , sondern der Antrieb , der durch eine Reihe von Beinahe-Erfolgen entsteht	Wir haben Erfolg , wenn wir immer unsere Bestleistung versuchen
Explicit	Contingency.Condition.Arg2-as-cond	wenn	Wir haben Erfolg	wir immer unsere Bestleistung versuchen
Implicit	Expansion.Conjunction	and	Wir haben Erfolg , wenn wir immer unsere Bestleistung versuchen	Eine Weisheit , die Duke Ellington so auffasste : Das Lieblingslied aus seinem Repertoire ist immer das Nächste , immer jenes , das er noch komponieren muss
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Das nennt man den Dunning-Kruger-Effekt	"Die Paris Review hat das aus James Baldwin herausgekitzelt , als sie ihn fragten : "" Was , glauben Sie , wächst mit dem Wissen ? "" und er antwortete : "" Sie lernen , wie wenig Sie wissen"
Explicit	Temporal.Synchronous	als	Die Paris Review hat das aus James Baldwin herausgekitzelt	sie ihn fragten
Explicit	Expansion.Conjunction	und	"sie ihn fragten : "" Was , glauben Sie , wächst mit dem Wissen"	"er antwortete : "" Sie lernen , wie wenig Sie wissen"
Explicit	Comparison.Concession.Arg2-as-denier	aber	Erfolg motiviert uns	ein Beinahe-Erfolg kann uns zu fortwährendem Streben antreiben
AltLex	Expansion.Instantiation	Eines der anschaulichsten Beispiele ist	Erfolg motiviert uns , aber ein Beinahe-Erfolg kann uns zu fortwährendem Streben antreiben	wenn wir uns den Unterschied zwischen Gewinnern von olympischem Silber und Gewinnern von Bronze nach dem Wettbewerb ansehen
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Eines der anschaulichsten Beispiele ist , wenn wir uns den Unterschied zwischen Gewinnern von olympischem Silber und Gewinnern von Bronze nach dem Wettbewerb ansehen	Thomas Gilovich und sein Team aus Cornell untersuchten diesen Unterschied und fanden heraus , dass die Frustration , die die Gewinner von Silber spüren , im Vergleich zu Bronze , die eher froh darüber sind , dass sie nicht auf dem 4. Platz ohne Medaille gelandet sind , den Silbermedaillengewinnern einen Fokus auf den nachfolgenden Wettbewerb gibt
Explicit	Expansion.Conjunction	und	untersuchten diesen Unterschied	fanden heraus
Implicit	Expansion.Conjunction	and	Thomas Gilovich und sein Team aus Cornell untersuchten diesen Unterschied und fanden heraus , dass die Frustration , die die Gewinner von Silber spüren , im Vergleich zu Bronze , die eher froh darüber sind , dass sie nicht auf dem 4. Platz ohne Medaille gelandet sind , den Silbermedaillengewinnern einen Fokus auf den nachfolgenden Wettbewerb gibt	Wir sehen es sogar in der Glücksspielindustrie , die einst das Phänomen des Beinahe-Gewinns aufnahm und die Rubbellose erfand , die eine überdurchschnittliche Chance auf einen Beinahe-Gewinn hatten und die Leute dazu verführten , weitere Lose zu kaufen , so dass sie Herz-Stopper genannt wurden und in Großbritannien in den 1970ern zu der Reihe von Missbräuchen der Glücksspielindustrie hinzugefügt wurden
Explicit	Expansion.Conjunction	und	einst das Phänomen des Beinahe-Gewinns aufnahm	die Rubbellose erfand
Explicit	Expansion.Conjunction	und	die eine überdurchschnittliche Chance auf einen Beinahe-Gewinn hatten	die Leute dazu verführten , weitere Lose zu kaufen , so dass sie Herz-Stopper genannt wurden und in Großbritannien in den 1970ern zu der Reihe von Missbräuchen der Glücksspielindustrie hinzugefügt wurden
Explicit	Contingency.Cause.Result	so dass	Wir sehen es sogar in der Glücksspielindustrie , die einst das Phänomen des Beinahe-Gewinns aufnahm und die Rubbellose erfand , die eine überdurchschnittliche Chance auf einen Beinahe-Gewinn hatten und die Leute dazu verführten , weitere Lose zu kaufen	sie Herz-Stopper genannt wurden und in Großbritannien in den 1970ern zu der Reihe von Missbräuchen der Glücksspielindustrie hinzugefügt wurden
Explicit	Expansion.Conjunction	und	sie Herz-Stopper genannt wurden	in Großbritannien in den 1970ern zu der Reihe von Missbräuchen der Glücksspielindustrie hinzugefügt wurden
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in fact	Wir sehen es sogar in der Glücksspielindustrie , die einst das Phänomen des Beinahe-Gewinns aufnahm und die Rubbellose erfand , die eine überdurchschnittliche Chance auf einen Beinahe-Gewinn hatten und die Leute dazu verführten , weitere Lose zu kaufen , so dass sie Herz-Stopper genannt wurden und in Großbritannien in den 1970ern zu der Reihe von Missbräuchen der Glücksspielindustrie hinzugefügt wurden	Der Grund , warum der Beinahe-Erfolg uns antreibt , liegt darin , dass er unsere Wahrnehmung ändert und unsere Ziele , die wir eher in die Ferne legen , näher an unsere Position heranbringt , Wenn ich Sie bitte , einen tollen Tag der nächsten Woche zu beschreiben , werden Sie ihn eher allgemein beschreiben
Explicit	Expansion.Conjunction	und	er unsere Wahrnehmung ändert	unsere Ziele , die wir eher in die Ferne legen , näher an unsere Position heranbringt
Explicit	Contingency.Condition.Arg2-as-cond	Wenn	werden Sie ihn eher allgemein beschreiben	ich Sie bitte , einen tollen Tag der nächsten Woche zu beschreiben
Explicit	Contingency.Condition.Arg2-as-cond	Wenn	werden Sie ihn sehr klar und detailliert beschreiben	
Explicit	Comparison.Concession.Arg2-as-denier	aber	Der Grund , warum der Beinahe-Erfolg uns antreibt , liegt darin , dass er unsere Wahrnehmung ändert und unsere Ziele , die wir eher in die Ferne legen , näher an unsere Position heranbringt , Wenn ich Sie bitte , einen tollen Tag der nächsten Woche zu beschreiben , werden Sie ihn eher allgemein beschreiben	
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Das macht der Beinahe-Erfolg	Er lässt uns auf das fokussieren , was wir gerade jetzt planen , um den vor uns liegenden Berg anzugehen
Explicit	Contingency.Purpose.Arg2-as-goal	um	Er lässt uns auf das fokussieren , was wir gerade jetzt planen	den vor uns liegenden Berg anzugehen
Implicit	Expansion.Instantiation	for instance	Er lässt uns auf das fokussieren , was wir gerade jetzt planen , um den vor uns liegenden Berg anzugehen	Es war Jackie Joyner-Kersee , die es 1984 verpasste , Gold im Siebenkampf zu holen um nur eine Drittelsekunde und ihr Mann sagte ihr voraus , dass es ihr die Hartnäckigkeit verleihen würde , die sie im nächsten Wettkampf benötigte
Explicit	Expansion.Conjunction	und	Es war Jackie Joyner-Kersee , die es 1984 verpasste , Gold im Siebenkampf zu holen um nur eine Drittelsekunde	ihr Mann sagte ihr voraus , dass es ihr die Hartnäckigkeit verleihen würde , die sie im nächsten Wettkampf benötigte
Implicit	Temporal.Asynchronous.Precedence	but	Es war Jackie Joyner-Kersee , die es 1984 verpasste , Gold im Siebenkampf zu holen um nur eine Drittelsekunde und ihr Mann sagte ihr voraus , dass es ihr die Hartnäckigkeit verleihen würde , die sie im nächsten Wettkampf benötigte	1988 gewann sie Gold im Siebenkampf und setzte den Rekord von 7291 Punkten , ein Punktestand , dem kein anderer Athlet seitdem auch nur nahe kam
Explicit	Expansion.Conjunction	und		setzte den Rekord von 7291 Punkten
Explicit	Contingency.Condition.Arg2-as-cond	wenn	Wir haben keinen Erfolg	wir alles getan haben
Explicit	Comparison.Concession.Arg2-as-denier	sondern	wenn wir alles getan haben	wenn wir noch mehr zu tun haben
Implicit	Expansion.Conjunction	and	Wir haben keinen Erfolg , wenn wir alles getan haben , sondern wenn wir noch mehr zu tun haben	Ich stehe hier und denke an all die diversen Möglichkeiten , wie wir in eben in diesem Raum einen Beinahe-Erfolg erzielen könnten , wie das in Ihren Leben umgesetzt werden kann , weil ich glaube , dass wir das aus dem Bauch heraus irgendwie wissen
Explicit	Contingency.Cause.Reason	weil	Ich stehe hier und denke an all die diversen Möglichkeiten , wie wir in eben in diesem Raum einen Beinahe-Erfolg erzielen könnten , wie das in Ihren Leben umgesetzt werden kann	ich glaube , dass wir das aus dem Bauch heraus irgendwie wissen
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in particular	Ich stehe hier und denke an all die diversen Möglichkeiten , wie wir in eben in diesem Raum einen Beinahe-Erfolg erzielen könnten , wie das in Ihren Leben umgesetzt werden kann , weil ich glaube , dass wir das aus dem Bauch heraus irgendwie wissen	Wir wissen , dass wir Erfolg haben , wenn wir immer unser Bestes geben , und darum ist das bewusst Unvollständige in unsere Schöpfungsmythen eingebaut
Explicit	Contingency.Condition.Arg2-as-cond	wenn	Wir wissen , dass wir Erfolg haben	wir immer unser Bestes geben
Explicit	Expansion.Conjunction	und	Wir wissen , dass wir Erfolg haben , wenn wir immer unser Bestes geben	darum ist das bewusst Unvollständige in unsere Schöpfungsmythen eingebaut
Implicit	Expansion.Instantiation	for example	Wir wissen , dass wir Erfolg haben , wenn wir immer unser Bestes geben , und darum ist das bewusst Unvollständige in unsere Schöpfungsmythen eingebaut	In der Navajo-Kultur bauen manche Handwerker bewusst einen Fehler in die Textilien und Keramiken ein
Explicit	Contingency.Purpose.Arg2-as-goal	um	Das nennt man eine Stimmungslinie , ein bewusster Fehler im Muster	dem Weber oder Macher einen Ausweg zu geben , aber auch einen Grund , weitere Arbeiten zu erstellen
Explicit	Expansion.Conjunction	aber	einen Ausweg zu geben	auch einen Grund , weitere Arbeiten zu erstellen
Explicit	Contingency.Cause.Reason	weil	Meister sind keine Experten	sie einen Gegenstand zu seinem konzeptionellen Ende bringen
Implicit	Comparison.Concession.Arg2-as-denier	but	Meister sind keine Experten , weil sie einen Gegenstand zu seinem konzeptionellen Ende bringen	Sie sind Meister , weil sie erkennen , dass da kein Ende ist
Explicit	Contingency.Cause.Reason	weil	Sie sind Meister	sie erkennen , dass da kein Ende ist
Explicit	Temporal.Synchronous	Als	wurde mir klar , warum mir der Trainer der Bogenschützen am Ende dieses Trainings außerhalb der Hörweite der Schützinnen sagte , dass seine Kollegen und er nie das Gefühl haben , genug für ihr Team tun zu können , nie das Gefühl haben , es gäbe genügend Visualisierungs-Techniken und Haltungsübungen , die ihnen helfen sollen , diese ständigen Beinahe-Erfolge zu überwinden	ich darüber nachdachte
Implicit	Expansion.Level-of-detail.Arg2-as-detail	speicifically	Sie sind Meister , weil sie erkennen , dass da kein Ende ist	Als ich darüber nachdachte , wurde mir klar , warum mir der Trainer der Bogenschützen am Ende dieses Trainings außerhalb der Hörweite der Schützinnen sagte , dass seine Kollegen und er nie das Gefühl haben , genug für ihr Team tun zu können , nie das Gefühl haben , es gäbe genügend Visualisierungs-Techniken und Haltungsübungen , die ihnen helfen sollen , diese ständigen Beinahe-Erfolge zu überwinden
Implicit	Expansion.Level-of-detail.Arg2-as-detail	in other words	Es klang nicht wirklich nach einer Beschwerde , sondern eher nach einem Weg , mir etwas mitzuteilen , in einer Art Beitrittsangebot , mich daran zu erinnern , dass er sich einem maßlosen , unfertigen Weg hingibt , der immer noch mehr fordert	Wir bauen auf unvollständigen Ideen auf , selbst wenn diese Idee unser früheres Selbst ist
Implicit	Expansion.Conjunction	and	Das ist die Dynamik von Meisterschaft	Dem nahe zu kommen , was man zu wollen dachte , kann dir helfen , mehr zu erhalten , als du dir jemals erträumt hättest
Explicit	Temporal.Synchronous	als	Das , glaube ich , dachte Elizabeth Murray	ich sie eines Tages in der Galerie ihre frühen Gemälde lächelnd betrachten sah
