rel_type	rel_sense	conn_text	arg1_text	arg2_text
AltLex	Expansion.Substitution.Arg1-as-subst	not	Mastery is in the reaching	not the arriving
Implicit	Expansion.Conjunction	further	Mastery is in the reaching, not the arriving	It's in constantly wanting to close that gap between where you are and where you want to be
Implicit	Expansion.Conjunction	further	It's in constantly wanting to close that gap between where you are and where you want to be	Mastery is about sacrificing for your craft and not for the sake of crafting your career
Explicit	Expansion.Conjunction	and	Mastery is about sacrificing for your craft	not for the sake of crafting your career
AltLex	Expansion.Substitution.Arg1-as-subst	not	Mastery is about sacrificing for your craft	and not for the sake of crafting your career
Explicit	Comparison.Contrast	but	that his triumphs are not merely the result of a grand achievement	of the propulsion of a lineage of near wins
Explicit	Contingency.Cause.Reason	because	Part of the reason that the near win is inbuilt to mastery is	the greater our proficiency, the more clearly we might see that we don't know all that we thought we did
Explicit	Temporal.Synchronous	when	The Paris Review got it out of James Baldwin	"they asked him, ""What do you think increases with knowledge?"" and he said, ""You learn how little you know"
Explicit	Expansion.Conjunction	and	"they asked him, ""What do you think increases with knowledge"	"he said, ""You learn how little you know"
Explicit	Comparison.Contrast	but	Success motivates us	a near win can propel us in an ongoing quest
AltLex	Expansion.Instantiation	One of the most vivid examples of this comes	Success motivates us, but a near win can propel us in an ongoing quest	when we look at the difference between Olympic silver medalists and bronze medalists after a competition
Implicit	Expansion.Instantiation	for example	One of the most vivid examples of this comes when we look at the difference between Olympic silver medalists and bronze medalists after a competition	Thomas Gilovich and his team from Cornell studied this difference and found that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition
Explicit	Expansion.Conjunction	and	Thomas Gilovich and his team from Cornell studied this difference	
AltLex	Contingency.Cause.Result	and found	Thomas Gilovich and his team from Cornell studied this difference	that the frustration silver medalists feel compared to bronze, who are typically a bit more happy to have just not received fourth place and not medaled at all, gives silver medalists a focus on follow-up competition
Explicit	Expansion.Conjunction	and	to have just not received fourth place	not medaled at all
Implicit	Contingency.Cause.Result	as a result	to have just not received fourth place	and not medaled at all
Explicit	Expansion.Conjunction	and	that once picked up on this phenomenon of the near win	created these scratch-off tickets that had a higher than average rate of near wins and so compelled people to buy more tickets that they were called heart-stoppers
Explicit	Expansion.Conjunction	and	that had a higher than average rate of near wins	compelled people to buy more tickets
Explicit	Contingency.Cause.Result	so	that had a higher than average rate of near wins	
Explicit	Expansion.Conjunction	and	that once picked up on this phenomenon of the near win and created these scratch-off tickets that had a higher than average rate of near wins and so compelled people to buy more tickets that they were called heart-stoppers	were set on a gambling industry set of abuses in Britain in the 1970s
AltLex	Contingency.Cause.Reason	because	The reason the near win has a propulsion is	it changes our view of the landscape and puts our goals, which we tend to put at a distance, into more proximate vicinity to where we stand
Explicit	Expansion.Conjunction	and	it changes our view of the landscape	puts our goals, which we tend to put at a distance, into more proximate vicinity to where we stand
Explicit	Contingency.Condition.Arg2-as-cond	If	you might describe it in more general terms	I ask you to envision what a great day looks like next week
Explicit	Comparison.Contrast	But	If I ask you to envision what a great day looks like next week, you might describe it in more general terms	if I ask you to describe a great day at TED tomorrow, you might describe it with granular, practical clarity
Explicit	Contingency.Condition.Arg2-as-cond	if	you might describe it with granular, practical clarity	I ask you to describe a great day at TED tomorrow
Explicit	Expansion.Conjunction	And	if I ask you to describe a great day at TED tomorrow, you might describe it with granular, practical clarity	this is what a near win does
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	this is what a near win does	It gets us to focus on what, right now, we plan to do to address that mountain in our sights
Explicit	Expansion.Conjunction	and	It's Jackie Joyner-Kersee, who in 1984 missed taking the gold in the heptathlon by one third of a second	her husband predicted that would give her the tenacity she needed in follow-up competition
Implicit	Contingency.Cause+Belief.Result+Belief	as a result	It's Jackie Joyner-Kersee, who in 1984 missed taking the gold in the heptathlon by one third of a second	and her husband predicted that would give her the tenacity she needed in follow-up competition
Implicit	Temporal.Asynchronous.Precedence	then	who in 1984 missed taking the gold in the heptathlon by one third of a second, and her husband predicted that would give her the tenacity she needed in follow-up competition	In 1988, she won the gold in the heptathlon and set a record of 7,291 points, a score that no athlete has come very close to since
Explicit	Expansion.Conjunction	and	she won the gold in the heptathlon	set a record of 7,291 points
Implicit	Contingency.Cause.Result	as a result	she won the gold in the heptathlon	and set a record of 7,291 points
Explicit	Expansion.Substitution.Arg2-as-subst	but	We thrive not when we've done it all	when we still have more to do
Explicit	Expansion.Conjunction	and	thinking	wondering
Explicit	Contingency.Cause.Reason	because	I stand here thinking and wondering about all the different ways that we might even manufacture a near win in this room, how your lives might play this out	I think on some gut level we do know this
Implicit	Expansion.Level-of-detail.Arg2-as-detail	that is	I think on some gut level we do know this	We know that we thrive when we stay at our own leading edge
Explicit	Expansion.Conjunction	and	We know that we thrive when we stay at our own leading edge	it's why the deliberate incomplete is inbuilt into creation myths
Implicit	Contingency.Cause.Result	as a result	We know that we thrive when we stay at our own leading edge	and it's why the deliberate incomplete is inbuilt into creation myths
Implicit	Expansion.Instantiation	for example	it's why the deliberate incomplete is inbuilt into creation myths	In Navajo culture, some craftsmen and women would deliberately put an imperfection in textiles and ceramics
Implicit	Contingency.Purpose.Arg2-as-goal	in order	a deliberate flaw in the pattern	to give the weaver or maker a way out
Explicit	Comparison.Concession.Arg2-as-denier	but	It's what's called a spirit line, a deliberate flaw in the pattern to give the weaver or maker a way out	also a reason to continue making work
Explicit	Expansion.Conjunction	also	It's what's called a spirit line, a deliberate flaw in the pattern to give the weaver or maker a way out	a reason to continue making work
Implicit	Contingency.Cause.Reason	because	It's what's called a spirit line, a deliberate flaw in the pattern to give the weaver or maker a way out, but also a reason to continue making work	Masters are not experts because they take a subject to its conceptual end
Explicit	Contingency.Cause.Reason	because	Masters are not experts	they take a subject to its conceptual end
Implicit	Expansion.Substitution.Arg2-as-subst	rather	Masters are not experts because they take a subject to its conceptual end	They're masters because they realize that there isn't one
Explicit	Contingency.Cause.Reason	because	They're masters	they realize that there isn't one
Explicit	Temporal.Synchronous	as	it occurred to me	I thought about this
Explicit	Expansion.Substitution.Arg2-as-subst	but	It didn't sound like a complaint, exactly	just a way to let me know, a kind of tender admission, to remind me that he knew he was giving himself over to a voracious, unfinished path that always required more
Implicit	Contingency.Purpose.Arg2-as-goal	in order	just a way to let me know, a kind of tender admission	to remind me that he knew he was giving himself over to a voracious, unfinished path that always required more
Implicit	Contingency.Cause.Reason	because	We build out of the unfinished idea, even if that idea is our former self	This is the dynamic of mastery
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	This is the dynamic of mastery	Coming close to what you thought you wanted can help you attain more than you ever dreamed you could
Explicit	Temporal.Synchronous	when	It's what I have to imagine Elizabeth Murray was thinking	I saw her smiling at those early paintings one day in the galleries
AltLex	Contingency.Condition.Arg2-as-cond	Even if	I believe we would still have the incomplete	we created utopias
Explicit	Comparison.Concession.Arg2-as-denier	but	Completion is a goal	we hope it is never the end
