rel_type	rel_sense	conn_text	arg1_text	arg2_text
Explicit	Expansion.Conjunction	and	work	save
Explicit	Expansion.Conjunction	and	save	invest
Implicit	Expansion.Conjunction	and	What if we work and save and invest, only to find that the world we retire into is more stressed and less secure than it is now	What if there isn't enough clean air and fresh water
Implicit	Comparison.Contrast	on the other hand	What if they used that firepower to allocate more of their capital to companies working the hardest at solving these challenges or at least not exacerbating them? What if we work and save and invest, only to find that the world we retire into is more stressed and less secure than it is now? What if there isn't enough clean air and fresh water	a fair question might be, what if all this sustainability risk stuff is exaggerated, overstated, it's not urgent, something for virtuous consumers or lifestyle choice
AltLex	Hypophora	what if	"President John F. Kennedy said something about this that is just spot on: ""There are risks and costs to a program of action, but they are far less than the long-range risks and costs of comfortable inaction"	what if all this sustainability risk stuff is exaggerated, overstated, it's not urgent, something for virtuous consumers or lifestyle choice
Explicit	Comparison.Contrast	but	There are risks and costs to a program of action	they are far less than the long-range risks and costs of comfortable inaction
Explicit	Comparison.Concession.Arg2-as-denier	but	I can appreciate that there is estimation risk in this	since this is based on widespread scientific consensus, the odds that it's not completely wrong are better than the odds that our house will burn down or we'll get in a car accident
Explicit	Contingency.Cause.Reason	since	the odds that it's not completely wrong are better than the odds that our house will burn down or we'll get in a car accident	this is based on widespread scientific consensus
AltLex	Comparison.Contrast	are better than	the odds that it's not completely wrong	the odds that our house will burn down or we'll get in a car accident
Explicit	Expansion.Disjunction	or	our house will burn down	we'll get in a car accident
Implicit	Expansion.Exception.Arg2-as-excpt	except	the odds that it's not completely wrong are better than the odds that our house will burn down or we'll get in a car accident	maybe not if you live in Boston
Explicit	Contingency.Condition.Arg2-as-cond	if	maybe not	you live in Boston
Explicit	Expansion.Manner.Arg2-as-manner	by	we're doing two things	investing sustainably
Implicit	Expansion.Level-of-detail.Arg2-as-detail	namely	we're doing two things	We're creating insurance, reducing the risk to our planet and to our economy, and at the same time, in the short term, we're not sacrificing performance
Explicit	Expansion.Conjunction	and	reducing the risk to our planet and to our economy	we're not sacrificing performance
Explicit	Temporal.Synchronous	at the same time	We're creating insurance, reducing the risk to our planet and to our economy	
Explicit	Expansion.Conjunction	and	What if it's a big hoax	we create a better world for nothing
Implicit	Comparison.Similarity	for that matter	Good, you like it	I like it too
Implicit	Expansion.Conjunction	and	I like it too	I like it because it pokes fun at both sides of the climate change issue
Explicit	Contingency.Cause.Reason	because	I like it	it pokes fun at both sides of the climate change issue
Implicit	Expansion.Conjunction	and	I like it because it pokes fun at both sides of the climate change issue	I bet you can't guess which side I'm on
Explicit	Expansion.Conjunction	But	Good, you like it. I like it too. (Laughter) I like it because it pokes fun at both sides of the climate change issue	"what I really like about it is that it reminds me of something Mark Twain said, which is, ""Plan for the future, because that's where you're going to spend the rest of your life"
Explicit	Contingency.Cause.Reason	because	Plan for the future	that's where you're going to spend the rest of your life
