rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Level-of-detail.Arg2-as-detail	that is	travelers view their own existence through the prism of liberation and freedom	They'd rather live off of the excess of what they view as a wasteful consumer society than slave away at an unrealistic chance at the traditional American dream
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	They'd rather live off of the excess of what they view as a wasteful consumer society than slave away at an unrealistic chance at the traditional American dream	They take advantage of the fact that in the United States, up to 40 percent of all food ends up in the garbage by scavenging for perfectly good produce in dumpsters and trash cans
Explicit	Expansion.Manner.Arg2-as-manner	by	They take advantage of the fact that in the United States, up to 40 percent of all food ends up in the garbage	scavenging for perfectly good produce in dumpsters and trash cans
Implicit	Expansion.Conjunction	and	They take advantage of the fact that in the United States, up to 40 percent of all food ends up in the garbage by scavenging for perfectly good produce in dumpsters and trash cans	They sacrifice material comforts in exchange for the space and the time to explore a creative interior, to dream, to read, to work on music, art and writing
Explicit	Temporal.Synchronous	in	They sacrifice material comforts	exchange for the space and the time to explore a creative interior, to dream, to read, to work on music, art and writing
Explicit	Comparison.Concession.Arg2-as-denier	But	They sacrifice material comforts in exchange for the space and the time to explore a creative interior, to dream, to read, to work on music, art and writing	there are many aspects to this life that are far from idyllic
Implicit	Contingency.Cause.Reason	because	there are many aspects to this life that are far from idyllic	No one loses their inner demons by taking to the road
Explicit	Expansion.Manner.Arg2-as-manner	by	loses their inner demons	taking to the road
Implicit	Expansion.Level-of-detail.Arg2-as-detail	after all	No one loses their inner demons by taking to the road	Addiction is real, the elements are real, freight trains maim and kill, and anyone who has lived on the streets can attest to the exhaustive list of laws that criminalize homeless existence
Explicit	Expansion.Conjunction	and	maim	kill
Explicit	Expansion.Conjunction	and	freight trains maim and kill	anyone who has lived on the streets can attest to the exhaustive list of laws that criminalize homeless existence
Implicit	Expansion.Instantiation	for example	anyone who has lived on the streets can attest to the exhaustive list of laws that criminalize homeless existence	Who here knows that in many cities across the United States it is now illegal to sit on the sidewalk, to wrap oneself in a blanket, to sleep in your own car, to offer food to a stranger
AltLex	Hypophora	Who here knows	Who here knows that in many cities across the United States it is now illegal to sit on the sidewalk, to wrap oneself in a blanket, to sleep in your own car, to offer food to a stranger	I know about these laws because I've watched as friends and other travelers were hauled off to jail or received citations for committing these so-called crimes
Explicit	Contingency.Cause.Reason	because	I know about these laws	I've watched as friends and other travelers were hauled off to jail or received citations for committing these so-called crimes
Explicit	Expansion.Disjunction	or	hauled off to jail	received citations for committing these so-called crimes
Explicit	Contingency.Cause.Reason	for	received citations	committing these so-called crimes
AltLex	Hypophora	why	Many of you might be wondering why anyone would choose a life like this, under the thumb of discriminatory laws, eating out of trash cans, sleeping under bridges, picking up seasonal jobs here and there	The answer to such a question is as varied as the people that take to the road, but travelers often respond with a single word: freedom
Explicit	Comparison.Concession.Arg2-as-denier	but	The answer to such a question is as varied as the people that take to the road	travelers often respond with a single word: freedom
Explicit	Contingency.Condition.Arg2-as-cond	Until	there will always be an element of those who seek the open road as a means of escape, of liberation and, of course, of rebellion	we live in a society where every human is assured dignity in their labor so that they can work to live well, not only work to survive
Explicit	Contingency.Purpose.Arg2-as-goal	so that	where every human is assured dignity in their labor	they can work to live well
Implicit	Contingency.Purpose.Arg2-as-goal	in order	work	to live well
