rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	Acho que ela chega quando começamos a dar valor a_ o dom de uma quase vitória	Comecei a perceber isso quando , em_ um frio dia de Maio fui ver uma equipa de arqueiras universitárias , só mulheres , por coincidência , no extremo norte de Manhattan no Complexo Atlético Baker , na Colúmbia
Explicit	Temporal.Synchronous	quando	Comecei a perceber isso	em_ um frio dia de Maio fui ver uma equipa de arqueiras universitárias ,
Implicit	Contingency.Cause.Reason	pois	fui ver uma equipa de arqueiras universitárias	Eu queria ver aquilo a que se chama o paradoxo de_ o arqueiro , a ideia de que , para acertar em cheio no alvo , é preciso visar um pouco a_ o lado
Explicit	Contingency.Purpose.Arg2-as-goal	para	é preciso visar um pouco a_ o lado	acertar em cheio no alvo
Implicit	Expansion.Conjunction	e	Eu queria ver aquilo a que se chama o paradoxo de_ o arqueiro , a ideia de que , para acertar em cheio no alvo , é preciso visar um pouco a_ o lado	Fiquei a observar enquanto o treinador conduzia aquelas mulheres em_ uma carrinha cinzenta e elas sairam com aquele ar de concentração descontraída
Explicit	Temporal.Synchronous	enquanto	Fiquei a observar	o treinador conduzia aquelas mulheres em_ uma carrinha cinzenta e elas sairam com aquele ar de concentração descontraída
Explicit	Expansion.Conjunction	e	o treinador conduzia aquelas mulheres em_ uma carrinha cinzenta	elas sairam com aquele ar de concentração descontraída
Explicit	Expansion.Conjunction	e	Uma de_ elas tinha na mão um cone de gelado meio comido	na mão esquerda flechas com penas amarelas
Implicit	Temporal.Asynchronous.Precedence	a seguir	elas sairam com aquele ar de concentração descontraída . Uma de_ elas tinha na mão um cone de gelado meio comido e na mão esquerda flechas com penas amarelas	Passaram por mim e sorriram
Explicit	Expansion.Conjunction	e	Passaram por mim	sorriram
Explicit	Comparison.Contrast	mas	Passaram por mim e sorriram ,	mediram -me de alto a baixo enquanto se encaminhavam para o campo
Explicit	Expansion.Conjunction	e	Passaram por mim e sorriram , mas mediram -me de alto a baixo enquanto se encaminhavam para o campo ,	falavam umas com as outras , não com palavras , mas , segundo me pareceu , com números , graus , posições para o modo como podiam planear atingir o alvo
Implicit	Temporal.Asynchronous.Precedence	a seguir	falavam umas com as outras , não com palavras , mas , segundo me pareceu , com números , graus , posições para o modo como podiam planear atingir o alvo	Fiquei por detrás de_ uma arqueira , enquanto o treinador , entre nós duas , avaliava talvez quem podia precisar de apoio
Explicit	Temporal.Synchronous	enquanto	Fiquei por detrás de_ uma arqueira	o treinador , entre nós duas , avaliava talvez quem podia precisar de apoio
Explicit	Expansion.Conjunction	e	Fiquei por detrás de_ uma arqueira	observei -a
Explicit	Expansion.Conjunction	e	observei -a	não via como seria possível que , nem que fosse só uma , conseguisse acertar no décimo anel
Explicit	Temporal.Asynchronous.Precedence	depois	ela primeiro acertou no sétimo	no nono
Explicit	Temporal.Asynchronous.Precedence	depois	no nono	duas vezes no décimo
Explicit	Expansion.Conjunction	e	Recordo que ela primeiro acertou no sétimo , depois no nono , depois duas vezes no décimo	depois a flecha seguinte nem sequer acertou no alvo
Explicit	Temporal.Asynchronous.Precedence	depois	Recordo que ela primeiro acertou no sétimo , depois no nono , depois duas vezes no décimo	
Explicit	Expansion.Conjunction	E	Recordo que ela primeiro acertou no sétimo , depois no nono , depois duas vezes no décimo , e depois a flecha seguinte nem sequer acertou no alvo .	vi que isso deu -lhe mais persistência
Explicit	Expansion.Conjunction	e	vi que isso deu -lhe mais persistência	continuou , continuou , sem parar
Explicit	Expansion.Conjunction	sem	continuou , continuou	parar
Implicit	Contingency.Cause.Result	por conseguinte	Aquilo continuou durante três horas	No fim de_ o treino , uma de_ as arqueiras estava tão exausta que se deitou no chão sem se poder mexer
Explicit	Expansion.Conjunction	sem	se deitou no chão	se poder mexer
Explicit	Temporal.Synchronous	a	No fim de_ o treino , uma de_ as arqueiras estava tão exausta que se deitou no chão sem se poder mexer	olhar para o céu
Implicit	Comparison.Contrast	pelo contrário	"No fim de_ o treino , uma de_ as arqueiras estava tão exausta que se deitou no chão sem se poder mexer , a olhar para o céu , tentando encontrar o que T . S. Elliot podia ter chamado aquele "" ponto imóvel no mundo em rotação """	É tão raro na cultura americana , já há tão pouca vocação em qualquer coisa , olhar para o que é a perseverança com este nível de exactidão , o que significa manter a postura de_ o nosso corpo durante três horas , para atingir um alvo , procurando uma qualquer excelência na obscuridade
Explicit	Contingency.Purpose.Arg2-as-goal	para	manter a postura de_ o nosso corpo durante três horas	atingir um alvo
Explicit	Comparison.Concession.Arg2-as-denier	Mas	É tão raro na cultura americana , já há tão pouca vocação em qualquer coisa , olhar para o que é a perseverança com este nível de exactidão , o que significa manter a postura de_ o nosso corpo durante três horas , para atingir um alvo , procurando uma qualquer excelência na obscuridade .	"eu fiquei ali porque percebi que estava a assistir a uma coisa rara de observar , essa diferença entre êxito e mestria . 
"
Explicit	Contingency.Cause.Reason	porque	eu fiquei ali	percebi que estava a assistir a uma coisa rara de observar , essa diferença entre êxito e mestria
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	percebi que estava a assistir a uma coisa rara de observar , essa diferença entre êxito e mestria	O êxito é acertar em_ aquele décimo anel , mas a mestria é saber que isso não significa nada se não se conseguir voltar a fazê# -lo vezes sem conta
Explicit	Comparison.Contrast	mas	O êxito é acertar em_ aquele décimo anel	a mestria é saber que isso não significa nada se não se conseguir voltar a fazê# -lo vezes sem conta
Explicit	Contingency.Condition.Arg2-as-cond	se	isso não significa nada	não se conseguir voltar a fazê# -lo vezes sem conta
Explicit	Comparison.Concession.Arg2-as-denier	Mas	a mestria é saber que isso não significa nada se não se conseguir voltar a fazê# -lo vezes sem conta	mestria não é a mesma coisa que excelência
Implicit	Expansion.Conjunction	e	mestria não é a mesma coisa que excelência	Não é a mesma coisa que êxito , que eu considero como um incidente , um dado momento no tempo . e um rótulo que o mundo nos atribui
Implicit	Expansion.Level-of-detail.Arg2-as-detail	na verdade	A mestria não é o empenhamento em_ uma meta mas uma busca permanente	O que nos leva a fazer isso , o que nos leva a avançar cada vez mais é valorizar a quase vitória
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	O que nos leva a fazer isso , o que nos leva a avançar cada vez mais é valorizar a quase vitória	Quantas vezes classificamos uma coisa como um clássico , uma obra-prima até , enquanto o seu criador a considera irremediavelmente incompleta , cheia de dificuldades e de falhas , por outras palavras , uma quase vitória
Explicit	Comparison.Concession.Arg2-as-denier	enquanto	Quantas vezes classificamos uma coisa como um clássico , uma obra-prima até	o seu criador a considera irremediavelmente incompleta , cheia de dificuldades e de falhas , por outras palavras , uma quase vitória
Implicit	Expansion.Instantiation	nomeadamente	Quantas vezes classificamos uma coisa como um clássico , uma obra-prima até , enquanto o seu criador a considera irremediavelmente incompleta , cheia de dificuldades e de falhas , por outras palavras , uma quase vitória	"Elizabeth Murray surpreendeu -me com o seu reconhecimento sobre as suas primeiras pinturas . O pintor Paul Cézanne pensava tantas vezes que as suas obras estavam incompletas que as punha deliberadamente de lado com a intenção de pegar em_ elas outra vez mas , no fim de_ a sua vida , o que aconteceu foi que ele só tinha assinado dez por cento de_ as suas pinturas . O seu romance preferido era "" A Obra-Prima Desconhecida "" de Honoré de Balzac , e achava que o protagonista era o próprio pintor . Franz Kafka considerava incompleto o que outros consideravam obras dignas de elogio , de tal modo que queria que todos os seus diários , manuscritos , cartas e até mesmo rascunhos fossem queimados depois de ele morrer . O seu amigo recusou -se a cumprir esse pedido e , por causa de_ isso , temos todas as obras de Kafka que temos hoje : "" América "" , "" O Veredito "" e "" O Castelo "" , uma obra tão incompleta que até termina a meio"
Implicit	Expansion.Conjunction	e	Elizabeth Murray surpreendeu -me com o seu reconhecimento sobre as suas primeiras pinturas	O pintor Paul Cézanne pensava tantas vezes que as suas obras estavam incompletas que as punha deliberadamente de lado com a intenção de pegar em_ elas outra vez
Explicit	Expansion.Conjunction	mas	O pintor Paul Cézanne pensava tantas vezes que as suas obras estavam incompletas que as punha deliberadamente de lado com a intenção de pegar em_ elas outra vez	no fim de_ a sua vida , o que aconteceu foi que ele só tinha assinado dez por cento de_ as suas pinturas
Implicit	Contingency.Cause.Result	por conseguinte	O pintor Paul Cézanne pensava tantas vezes que as suas obras estavam incompletas que as punha deliberadamente de lado com a intenção de pegar em_ elas outra vez	mas , no fim de_ a sua vida , o que aconteceu foi que ele só tinha assinado dez por cento de_ as suas pinturas
Explicit	Expansion.Conjunction	e	"O seu romance preferido era "" A Obra-Prima Desconhecida "" de Honoré de Balzac"	achava que o protagonista era o próprio pintor
Explicit	Contingency.Cause.Result	de tal modo que	Franz Kafka considerava incompleto o que outros consideravam obras dignas de elogio	queria que todos os seus diários , manuscritos , cartas e até mesmo rascunhos fossem queimados depois de ele morrer
Explicit	Temporal.Asynchronous.Succession	depois de	queria que todos os seus diários , manuscritos , cartas e até mesmo rascunhos fossem queimados	ele morrer
Implicit	Comparison.Concession.Arg2-as-denier	mas	queria que todos os seus diários , manuscritos , cartas e até mesmo rascunhos fossem queimados depois de ele morrer .	O seu amigo recusou -se a cumprir esse pedido
Explicit	Expansion.Conjunction	e	O seu amigo recusou -se a cumprir esse pedido	"por causa de_ isso , temos todas as obras de Kafka que temos hoje : "" América "" , "" O Veredito "" e "" O Castelo "" , uma obra tão incompleta que até termina a meio de_ uma frase"
Explicit	Contingency.Cause.Result	por causa de_ isso	O seu amigo recusou -se a cumprir esse pedido e	"temos todas as obras de Kafka que temos hoje : "" América "" , "" O Veredito "" e "" O Castelo "" , uma obra tão incompleta que até termina a meio de_ uma frase"
AltLex	Expansion.Level-of-detail.Arg1-as-detail	Por outras palavras	"Elizabeth Murray surpreendeu -me com o seu reconhecimento sobre as suas primeiras pinturas . O pintor Paul Cézanne pensava tantas vezes que as suas obras estavam incompletas que as punha deliberadamente de lado com a intenção de pegar em_ elas outra vez mas , no fim de_ a sua vida , o que aconteceu foi que ele só tinha assinado dez por cento de_ as suas pinturas . O seu romance preferido era "" A Obra-Prima Desconhecida "" de Honoré de Balzac , e achava que o protagonista era o próprio pintor . Franz Kafka considerava incompleto o que outros consideravam obras dignas de elogio , de tal modo que queria que todos os seus diários , manuscritos , cartas e até mesmo rascunhos fossem queimados depois de ele morrer . O seu amigo recusou -se a cumprir esse pedido e , por causa de_ isso , temos todas as obras de Kafka que temos hoje : "" América "" , "" O Veredito "" e "" O Castelo "" , uma obra tão incompleta que até termina a meio de_ uma frase"	a busca de_ a mestria , é quase de avanço perpétuo
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	a busca de_ a mestria , é quase de avanço perpétuo	"Senhor , concedei -me que eu deseje "" mais de_ o que aquilo que consigo realizar "" , implorava Miguel Ângelo"
Explicit	Comparison.Similarity	como se	implorava Miguel Ângelo	fosse àquele Deus de_ o Antigo Testamento na Capela Sistina , e ele fosse aquele Adão com o dedo esticado e sem conseguir tocar na mão de_ aquele Deus
Explicit	Expansion.Conjunction	e	fosse àquele Deus de_ o Antigo Testamento na Capela Sistina	ele fosse aquele Adão com o dedo esticado e sem conseguir tocar na mão de_ aquele Deus
Explicit	Expansion.Conjunction	e	ele fosse aquele Adão com o dedo esticado	sem conseguir tocar na mão de_ aquele Deus
Explicit	Expansion.Conjunction	sem	ele fosse aquele Adão com o dedo esticado e	conseguir tocar na mão de_ aquele Deus
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	"a busca de_ a mestria , é quase de avanço perpétuo . "" Senhor , concedei -me que eu deseje "" mais de_ o que aquilo que consigo realizar "" , implorava Miguel Ângelo , como se fosse àquele Deus de_ o Antigo Testamento na Capela Sistina , e ele fosse aquele Adão com o dedo esticado e sem conseguir tocar na mão de_ aquele Deus"	A mestria está em atingir , não em chegar
Implicit	Expansion.Conjunction	e	A mestria está em atingir , não em chegar	Está em querer permanentemente preencher o fosso entre onde estamos e onde queremos estar
Implicit	Expansion.Conjunction	ademais	Está em querer permanentemente preencher o fosso entre onde estamos e onde queremos estar	A mestria é sacrificarmo -nos pela nossa arte e não pelo amor de traçar a nossa carreira
Implicit	Expansion.Conjunction	e	A mestria é sacrificarmo -nos pela nossa arte e não pelo amor de traçar a nossa carreira	Quantos inventores e empresários desconhecidos vivem este fenómeno
Implicit	Expansion.Instantiation	por exemplo	Quantos inventores e empresários desconhecidos vivem este fenómeno	Vemos isso até na vida de_ o indomável explorador de_ o Ártico , Ben Saunders , que me disse que os seus triunfos não são simplesmente resultado de uma grande façanha , mas de_ a propulsão de_ uma série de quase vitórias
Explicit	Temporal.Synchronous	quando	Evoluímos	nos mantemos na nossa vanguarda
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Evoluímos quando nos mantemos na nossa vanguarda	É uma sabedoria que Duke Ellington percebia
Explicit	Temporal.Synchronous	quando	É uma sabedoria que Duke Ellington percebia	disse que a canção preferida de_ o seu repertório era sempre a seguinte , sempre aquela que ele ainda ia compor
Explicit	Contingency.Cause.Reason	porque	a quase vitória está entranhada na mestria	quanto maior for a nossa capacidade , mais claramente podemos ver que não sabemos tudo aquilo que julgávamos saber
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	Parte de_ a razão por que a quase vitória está entranhada na mestria é porque , quanto maior for a nossa capacidade , mais claramente podemos ver que não sabemos tudo aquilo que julgávamos saber	Chama -se o efeito Dunning-Kruger
Explicit	Temporal.Synchronous	quando	O Paris Review foi buscá# -lo a James Baldwin	"lhe perguntaram : "" O que é que aumenta com o conhecimento ? "" e ele disse : "" Aprendemos quão pouco sabemos"
Explicit	Expansion.Conjunction	e	"lhe perguntaram : "" O que é que aumenta com o conhecimento"	"ele disse : "" Aprendemos quão pouco sabemos"
Implicit	Temporal.Asynchronous.Precedence	a seguir	"lhe perguntaram : "" O que é que aumenta com o conhecimento"	"e ele disse : "" Aprendemos quão pouco sabemos"
Explicit	Comparison.Concession.Arg2-as-denier	mas	O êxito motiva -nos	uma quase vitória pode impelir -nos em_ uma busca incessante
AltLex	Expansion.Instantiation	Um de_ os exemplos mais vivos de_ isso aparece	O êxito motiva -nos , mas uma quase vitória pode impelir -nos em_ uma busca incessante	"quando olhamos para a diferença entre os "" medalhas de prata "" olímpicos e os "" medalhas de bronze "" depois de_ uma competição"
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	"Um de_ os exemplos mais vivos de_ isso aparece quando olhamos para a diferença entre os "" medalhas de prata "" olímpicos e os "" medalhas de bronze "" depois de_ uma competição"	"Thomas Gilovich e a sua equipa de_ a Universidade de Cornell estudaram esta diferença e descobriram que a frustração que os "" medalhas de prata "" sentem . comparada com a de_ os "" de bronze "" , que normalmente se sentem mais felizes por não terem ficado em quarto lugar e não terem recebido nenhuma medalha , dá a_ os "" medalhas de prata "" uma concentração na competição seguinte"
Explicit	Expansion.Conjunction	e	Thomas Gilovich e a sua equipa de_ a Universidade de Cornell estudaram esta diferença	"descobriram que a frustração que os "" medalhas de prata "" sentem . comparada com a de_ os "" de bronze "" , que normalmente se sentem mais felizes por não terem ficado em quarto lugar e não terem recebido nenhuma medalha , dá a_ os "" medalhas de prata "" uma concentração na competição seguinte"
Explicit	Contingency.Cause.Reason	por	normalmente se sentem mais felizes	não terem ficado em quarto lugar e não terem recebido nenhuma medalha
Explicit	Expansion.Conjunction	e	não terem ficado em quarto lugar	não terem recebido nenhuma medalha
Implicit	Expansion.Instantiation	por exemplo	"a frustração que os "" medalhas de prata "" sentem . comparada com a de_ os "" de bronze "" , que normalmente se sentem mais felizes por não terem ficado em quarto lugar e não terem recebido nenhuma medalha , dá a_ os "" medalhas de prata "" uma concentração na competição seguinte"	"Vemos isso , até na indústria de_ o jogo , que , em tempos , se apercebeu deste fenómeno de_ a quase vitória e criou aquelas raspadinhas que tinham uma taxa de quase vitórias mais alta de_ o que a média e por isso levavam as pessoas a comprar mais raspadinhas a que chamavam "" heart-stoppers "" , e provocaram uma série de abusos na indústria de_ o jogo na Grã-Bretanha , nos anos 70"
Explicit	Expansion.Conjunction	e	indústria de_ o jogo , que , em tempos , se apercebeu deste fenómeno de_ a quase vitória	criou aquelas raspadinhas que tinham uma taxa de quase vitórias mais alta de_ o que a média
Explicit	Expansion.Conjunction	e	aquelas raspadinhas que tinham uma taxa de quase vitórias mais alta de_ o que a média	"por isso levavam as pessoas a comprar mais raspadinhas a que chamavam "" heart-stoppers """
Explicit	Contingency.Cause.Reason	por isso	aquelas raspadinhas que tinham uma taxa de quase vitórias mais alta de_ o que a média e	"levavam as pessoas a comprar mais raspadinhas a que chamavam "" heart-stoppers"
Explicit	Expansion.Conjunction	e	"aquelas raspadinhas que tinham uma taxa de quase vitórias mais alta de_ o que a média e por isso levavam as pessoas a comprar mais raspadinhas a que chamavam "" heart-stoppers "" ,"	provocaram uma série de abusos na indústria de_ o jogo na Grã-Bretanha , nos anos 70
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	"Vemos isso , até na indústria de_ o jogo , que , em tempos , se apercebeu deste fenómeno de_ a quase vitória e criou aquelas raspadinhas que tinham uma taxa de quase vitórias mais alta de_ o que a média e por isso levavam as pessoas a comprar mais raspadinhas a que chamavam "" heart-stoppers "" , e provocaram uma série de abusos na indústria de_ o jogo na Grã-Bretanha , nos anos 70"	A razão por que a quase vitória tem propulsão é porque altera a nossa visão de_ a paisagem e coloca as nossas metas , que temos a tendência para pôr à distância , muito mais próximas de onde estamos
Explicit	Contingency.Cause.Reason	porque	a quase vitória tem propulsão	altera a nossa visão de_ a paisagem e coloca as nossas metas , que temos a tendência para pôr à distância , muito mais próximas de onde estamos
Explicit	Expansion.Conjunction	e	altera a nossa visão de_ a paisagem	coloca as nossas metas , que temos a tendência para pôr à distância , muito mais próximas de onde estamos
Explicit	Contingency.Condition.Arg2-as-cond	Se	poderão descrevê# -lo em termos muito gerais	eu vos pedir para imaginarem como será um dia maravilhoso na próxima semana
Implicit	Expansion.Instantiation	por exemplo	A razão por que a quase vitória tem propulsão é porque altera a nossa visão de_ a paisagem e coloca as nossas metas , que temos a tendência para pôr à distância , muito mais próximas de onde estamos	Se eu vos pedir para imaginarem como será um dia maravilhoso na próxima semana , poderão descrevê# -lo em termos muito gerais
Explicit	Comparison.Contrast	Mas	Se eu vos pedir para imaginarem como será um dia maravilhoso na próxima semana , poderão descrevê# -lo em termos muito gerais	se eu pedir que descrevam um dia maravilhoso amanhã no TED , podem descrevê# -lo com uma clareza granular , prática
Explicit	Contingency.Condition.Arg2-as-cond	se	podem descrevê# -lo com uma clareza granular , prática	eu pedir que descrevam um dia maravilhoso amanhã no TED
Explicit	Expansion.Conjunction	E	se eu pedir que descrevam um dia maravilhoso amanhã no TED , podem descrevê# -lo com uma clareza granular , prática	é isso o que uma quase vitória faz
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	é isso o que uma quase vitória faz	Leva -nos a concentrar -nos sobre o que , em_ este preciso momento , pretendemos fazer para abordar aquela montanha à nossa vista
Explicit	Contingency.Purpose.Arg2-as-goal	para	o que , em_ este preciso momento , pretendemos fazer	abordar aquela montanha à nossa vista
Implicit	Expansion.Instantiation	por exemplo	E é isso o que uma quase vitória faz . Leva -nos a concentrar -nos sobre o que , em_ este preciso momento , pretendemos fazer para abordar aquela montanha à nossa vista	É Jackie Joyner-Kersee que , em 1984 , não conseguiu o ouro no heptatlo por um terço de segundo , e o marido previu que isso lhe iria dar a tenacidade de que ela precisava na competição seguinte
Explicit	Expansion.Conjunction	e	É Jackie Joyner-Kersee que , em 1984 , não conseguiu o ouro no heptatlo por um terço de segundo	o marido previu que isso lhe iria dar a tenacidade de que ela precisava na competição seguinte
Implicit	Temporal.Asynchronous.Precedence	a seguir	É Jackie Joyner-Kersee que , em 1984 , não conseguiu o ouro no heptatlo por um terço de segundo , e o marido previu que isso lhe iria dar a tenacidade de que ela precisava na competição seguinte	Em 1988 , ganhou o ouro no heptatlo e bateu o recorde com 7 291 pontos , uma pontuação de que , até aí , nenhuma atleta se tinha aproximado
Explicit	Expansion.Conjunction	e	ganhou o ouro no heptatlo	bateu o recorde com 7 291 pontos , uma pontuação de que , até aí , nenhuma atleta se tinha aproximado
Implicit	Expansion.Level-of-detail.Arg1-as-detail	em suma	É Jackie Joyner-Kersee que , em 1984 , não conseguiu o ouro no heptatlo por um terço de segundo , e o marido previu que isso lhe iria dar a tenacidade de que ela precisava na competição seguinte . Em 1988 , ganhou o ouro no heptatlo e bateu o recorde com 7 291 pontos , uma pontuação de que , até aí , nenhuma atleta se tinha aproximado	Não florescemos quando acabamos de fazer tudo , mas quando ainda temos mais para fazer
Explicit	Temporal.Synchronous	quando	Não florescemos	acabamos de fazer tudo
Explicit	Comparison.Contrast	mas	Não florescemos quando acabamos de fazer tudo	quando ainda temos mais para fazer
Explicit	Temporal.Synchronous	quando	florescemos	ainda temos mais para fazer
Explicit	Temporal.Synchronous	a	Estou aqui à vossa frente	pensar e a imaginar todos os caminhos diferentes que podíamos trabalhar para uma quase vitória em_ esta sala
Explicit	Contingency.Cause.Reason	porque	Estou aqui à vossa frente , a pensar e a imaginar todos os caminhos diferentes que podíamos trabalhar para uma quase vitória em_ esta sala , como as nossas vidas podiam acontecer	penso que , cá dentro , sabemos isso
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto È	sabemos isso	Sabemos que florescemos quando nos situamos na nossa própria vanguarda
Explicit	Temporal.Synchronous	quando	florescemos	nos situamos na nossa própria vanguarda
Explicit	Expansion.Conjunction	e	Sabemos que florescemos quando nos situamos na nossa própria vanguarda	é por isso que o incompleto deliberado está entranhado nos mitos de_ a criação
AltLex	Contingency.Cause.Result	é por isso que	Sabemos que florescemos quando nos situamos na nossa própria vanguarda , e	o incompleto deliberado está entranhado nos mitos de_ a criação
Implicit	Expansion.Instantiation	por exemplo	Sabemos que florescemos quando nos situamos na nossa própria vanguarda , e é por isso que o incompleto deliberado está entranhado nos mitos de_ a criação	Na cultura navajo , alguns artesãos e mulheres punham deliberadamente uma qualquer imperfeição nos têxteis e nas cerâmicas
Implicit	Expansion.Conjunction	e	Na cultura navajo , alguns artesãos e mulheres punham deliberadamente uma qualquer imperfeição nos têxteis e nas cerâmicas	Chamavam -lhe uma linha de espírito , um defeito deliberado no desenho para dar a_ o tecelão ou a_ o artesão uma saída , mas também uma razão para continuar a trabalhar
Implicit	Expansion.Level-of-detail.Arg1-as-detail	em suma	Na cultura navajo , alguns artesãos e mulheres punham deliberadamente uma qualquer imperfeição nos têxteis e nas cerâmicas . Chamavam -lhe uma linha de espírito , um defeito deliberado no desenho para dar a_ o tecelão ou a_ o artesão uma saída , mas também uma razão para continuar a trabalhar	Os mestres não são especialistas por levar um tema a_ o seu fim conceptual
Explicit	Contingency.Cause.Reason	por	Os mestres não são especialistas	levar um tema a_ o seu fim conceptual .
Implicit	Comparison.Contrast	pelo contrário	Os mestres não são especialistas por levar um tema a_ o seu fim conceptual	São mestres porque percebem que ele não existe
Explicit	Contingency.Cause.Reason	porque	São mestres	percebem que ele não existe
Explicit	Temporal.Synchronous	quando	estava a pensar em_ isto	recordei o que o treinador de_ as arqueiras me disse no fim de_ aquele treino , sem que as arqueiras ouvissem , que ele e os seus colegas nunca sentem que fazem tudo o que podem pela sua equipa , nunca sentem que há visualizações técnicas e treinos de postura suficientes para as ajudar a ultrapassar aquelas constantes quase vitórias
Explicit	Expansion.Conjunction	sem	o que o treinador de_ as arqueiras me disse no fim de_ aquele treino	que as arqueiras ouvissem
Explicit	Contingency.Purpose.Arg2-as-goal	para	nunca sentem que há visualizações técnicas e treinos de postura suficientes	as ajudar a ultrapassar aquelas constantes quase vitórias
Implicit	Expansion.Conjunction	e	o que o treinador de_ as arqueiras me disse no fim de_ aquele treino , sem que as arqueiras ouvissem , que ele e os seus colegas nunca sentem que fazem tudo o que podem pela sua equipa , nunca sentem que há visualizações técnicas e treinos de postura suficientes para as ajudar a ultrapassar aquelas constantes quase vitórias	Não parecia propriamente um lamento
Explicit	Contingency.Purpose.Arg2-as-goal	para	Não parecia propriamente um lamento , mas apenas uma forma de me transmitir uma espécie de meigo reconhecimento	me chamar a atenção de que ele sabia que estava empenhado em_ um caminho voraz , inacabado que exigia sempre mais
Explicit	Comparison.Concession.Arg2-as-denier	mesmo que	Construímos a partir de_ a ideia inacabada	essa ideia seja o nosso antigo Eu
Implicit	Expansion.Conjunction	e	Construímos a partir de_ a ideia inacabada , mesmo que essa ideia seja o nosso antigo Eu	É esta a dinâmica de_ a mestria
