rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Level-of-detail.Arg2-as-detail	assim	criar um encaixe de prótese para fabrico	Usamos uma impressora 3D para criar um encaixe feito de vários materiais que alivia a pressão onde é necessário , de acordo com a anatomia de_ o paciente
Explicit	Contingency.Purpose.Arg2-as-goal	para	Usamos uma impressora 3D	criar um encaixe feito de vários materiais que alivia a pressão onde é necessário , de acordo com a anatomia de_ o paciente
Explicit	Expansion.Level-of-detail.Arg1-as-detail	Resumindo	Usei imagens de ressonância magnética para captar a real anatomia de_ o paciente , depois usei modelagem por elementos finitos para prever melhor as tensões e os esforços internos sobre as forças normais , para depois criar um encaixe de prótese para fabrico . Usamos uma impressora 3D para criar um encaixe feito de vários materiais que alivia a pressão onde é necessário , de acordo com a anatomia de_ o paciente	estamos a usar dados para fazer novos encaixes , rapidamente e com baixo custo
Explicit	Contingency.Purpose.Arg2-as-goal	para	estamos a usar dados	fazer novos encaixes , rapidamente e com baixo custo
Implicit	Expansion.Instantiation	por exemplo	estamos a usar dados para fazer novos encaixes , rapidamente e com baixo custo	"em_ um ensaio recente , que acabamos de concluir no Media Lab de_ a MIT , um de_ os nossos pacientes , um veterano de guerra americano , que foi amputado há cerca de 20 anos e já usou dezenas de próteses , disse que um de_ os nossos encaixes impressos , "" é tão macio quanto andar sobre almofadas , "" e é super sexy"
Explicit	Expansion.Conjunction	e	foi amputado há cerca de 20 anos	já usou dezenas de próteses
Explicit	Expansion.Conjunction	e	é tão macio quanto andar sobre almofadas	é super sexy
Implicit	Contingency.Cause+Belief.Result+Belief	por conseguinte	A deficiência física nos dias de hoje não deveria impedir as pessoas de terem vidas satisfatórias	A minha esperança e desejo é que as ferramentas e os processos que desenvolvemos no nosso grupo de pesquisa possam ser usadas para criar próteses altamente funcionais para aqueles que precisam
Explicit	Contingency.Purpose.Arg2-as-goal	para	as ferramentas e os processos que desenvolvemos no nosso grupo de pesquisa possam ser usadas	criar próteses altamente funcionais para aqueles que precisam
Implicit	Expansion.Conjunction	além disso	A minha esperança e desejo é que as ferramentas e os processos que desenvolvemos no nosso grupo de pesquisa possam ser usadas para criar próteses altamente funcionais para aqueles que precisam	Para mim , um lugar para começar a curar as almas de_ as pessoas afetadas por guerras e doenças é através de_ a criação de dispositivos confortáveis e acessíveis para os seus corpos
Explicit	Expansion.Manner.Arg2-as-manner	através de_	começar a curar as almas de_ as pessoas afetadas por guerras e doenças	a criação de dispositivos confortáveis e acessíveis para os seus corpos .
Implicit	Expansion.Conjunction	e	um lugar para começar a curar as almas de_ as pessoas afetadas por guerras e doenças é através de_ a criação de dispositivos confortáveis e acessíveis para os seus corpos	Seja na Serra Leoa ou em Boston , espero que isso não só restaure mas que também transforme o seu senso de potencial humano
