rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Instantiation	por exemplo	É o desporto	Temos os Baltimore Orioles , a equipa de futebol Baltimore Ravens , Michael Phelps , o atleta olímpico , a Under Armour , devem conhecer , uma empresa de Baltimore
Implicit	Expansion.Level-of-detail.Arg1-as-detail	em suma	Temos os Baltimore Orioles , a equipa de futebol Baltimore Ravens , Michael Phelps , o atleta olímpico , a Under Armour , devem conhecer , uma empresa de Baltimore	O desporto atua como a única ponte entre estas duas pontas de_ a rede
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Olhemos para São Francisco	Vemos uma coisa um pouco diferente a acontecer em São Francisco
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Vemos uma coisa um pouco diferente a acontecer em São Francisco	"Por um lado , temos os "" media "" , a política e a imprensa , grupo que também existe em Baltimore e em_ outras cidades , mas também temos este grupo predominante de "" geeks "" e técnicos que parece ocuparem a metade superior de_ a rede"
Implicit	Expansion.Conjunction	e	"temos este grupo predominante de "" geeks "" e técnicos que parece ocuparem a metade superior de_ a rede"	"Há mesmo um grupo tão distinto e nítido que podemos identificá# -lo como empregados de_ o Twitter , a_ o pé de_ os "" geeks "" , entre os jogadores e os "" geeks "" , na extremidade oposta de_ o espetro de_ o "" hip-hop """
Explicit	Comparison.Contrast	Mas	"Há mesmo um grupo tão distinto e nítido que podemos identificá# -lo como empregados de_ o Twitter , a_ o pé de_ os "" geeks "" , entre os jogadores e os "" geeks "" , na extremidade oposta de_ o espetro de_ o "" hip-hop """	podemos ver que são reais as tensões de que ouvimos falar em São Francisco em termos de pessoas preocupadas com a elitização e com todas as empresas tecnológicas que estão a trazer nova riqueza e nova população à cidade
Implicit	Expansion.Level-of-detail.Arg1-as-detail	de facto	Mas podemos ver que são reais as tensões de que ouvimos falar em São Francisco em termos de pessoas preocupadas com a elitização e com todas as empresas tecnológicas que estão a trazer nova riqueza e nova população à cidade	Podemos ver isso aqui documentado
Implicit	Expansion.Conjunction	além disso	Podemos ver isso aqui documentado	"Vemos que a comunidade LGTB nem por isso se dá muito bem com a comunidade "" geek "" , com a comunidade de_ as artes , com a comunidade de_ a música"
Implicit	Contingency.Cause.Result	consequentemente	"Vemos que a comunidade LGTB nem por isso se dá muito bem com a comunidade "" geek "" , com a comunidade de_ as artes , com a comunidade de_ a música"	Isso leva a coisas deste género
Implicit	Expansion.Conjunction	e	Mostra o que se passa no terreno , em São Francisco	Acho que podemos tentar perceber isso , olhando para um mapa como este
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Vejamos o Rio de Janeiro	Passei umas semanas a reunir dados sobre o Rio
Implicit	Expansion.Conjunction	e	Passei umas semanas a reunir dados sobre o Rio	Uma de_ as coisas que ressaltou em_ esta cidade é que está tudo muito misturado
Implicit	Expansion.Level-of-detail.Arg2-as-detail	de facto	Uma de_ as coisas que ressaltou em_ esta cidade é que está tudo muito misturado	É uma cidade muito heterogénea , muito diferente de Baltimore ou São Francisco
Implicit	Expansion.Instantiation	por exemplo	É uma cidade muito heterogénea , muito diferente de Baltimore ou São Francisco	Têm na mesma o grupo de pessoas envolvidas no governo , na imprensa , os políticos , os colunistas
Implicit	Expansion.Conjunction	além disso	Têm na mesma o grupo de pessoas envolvidas no governo , na imprensa , os políticos , os colunistas	TEDxRio está em baixo à direita , a_ o pé de_ os bloguistas e escritores
Explicit	Expansion.Conjunction	E	TEDxRio está em baixo à direita , a_ o pé de_ os bloguistas e escritores	também temos esta grande diversidade de pessoas interessadas em diferentes tipos de música
Implicit	Expansion.Conjunction	e	também temos esta grande diversidade de pessoas interessadas em diferentes tipos de música	Até há fãs de Justin Bieber aqui representados
Implicit	Expansion.Conjunction	e	Até há fãs de Justin Bieber aqui representados	"Outras boy bands , cantores "" country "" , música "" gospel , "" funk "" e "" rap "" e artistas de comédia "" stand-up """
Implicit	Expansion.Conjunction	e	"Outras boy bands , cantores "" country "" , música "" gospel , "" funk "" e "" rap "" e artistas de comédia "" stand-up """	Há mesmo toda uma secção em torno de drogas e anedotas
Implicit	Expansion.Conjunction	além disso	Há mesmo toda uma secção em torno de drogas e anedotas	A equipa de futebol Flamengo também está representada aqui
Explicit	Contingency.Cause.Result	assim	"Têm na mesma o grupo de pessoas envolvidas no governo , na imprensa , os políticos , os colunistas . TEDxRio está em baixo à direita , a_ o pé de_ os bloguistas e escritores . E também temos esta grande diversidade de pessoas interessadas em diferentes tipos de música . Até há fãs de Justin Bieber aqui representados . Outras boy bands , cantores "" country "" , música "" gospel , "" funk "" e "" rap "" e artistas de comédia "" stand-up "" . Há mesmo toda uma secção em torno de drogas e anedotas . Não é fixe ? A equipa de futebol Flamengo também está representada aqui"	
Implicit	Expansion.Conjunction	e	Temos assim o mesmo tipo de difusão no desporto , na sociedade civil , na arte e na música , mas está representada de modo muito diferente	Penso que isso deve corresponder à nossa ideia de que o Rio é uma cidade muito multicultural , musicalmente diversificada
Explicit	Contingency.Cause.Result	pois	Penso que isso deve corresponder à nossa ideia de que o Rio é uma cidade muito multicultural , musicalmente diversificada	
Implicit	Expansion.Conjunction	e	É um conjunto de dados muito rico que temos agora sobre as cidades , talvez mais ricos de_ o que todos os que já tivemos até agora	O que é que podemos fazer com isto
AltLex	Hypophora	O que é que	Penso que a primeira coisa que podemos tentar compreender é que a segregação é uma construção social	podemos fazer com isto
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	Penso que a primeira coisa que podemos tentar compreender é que a segregação é uma construção social	É uma coisa que escolhemos fazer , e podíamos escolher não a fazer
Implicit	Expansion.Level-of-detail.Arg2-as-detail	isto é	É uma coisa que escolhemos fazer , e podíamos escolher não a fazer	Se pensarmos bem em_ isso , o que estamos a fazer com estes dados é apontar um telescópio para uma cidade e olhar para ela como uma gigantesca cantina escolar , ver como toda a gente se instala em_ uma planta de lugares
Implicit	Comparison.Contrast	mas	o que estamos a fazer com estes dados é apontar um telescópio para uma cidade e olhar para ela como uma gigantesca cantina escolar , ver como toda a gente se instala em_ uma planta de lugares	Talvez seja altura de baralhar um pouco a planta de lugares
Implicit	Contingency.Cause+Belief.Reason+Belief	já que	as etnias são de facto uma fraca prova para a diversidade	Temos pessoas representadas de todos os tipos diferentes de etnias por todo o mapa
Implicit	Contingency.Cause.Result	portanto	Temos pessoas representadas de todos os tipos diferentes de etnias por todo o mapa	olhar apenas para a etnia não contribui muito para o desenvolvimento de_ a diversidade
Implicit	Contingency.Cause.Result	por conseguinte	olhar apenas para a etnia não contribui muito para o desenvolvimento de_ a diversidade	Se tentarmos usar a diversidade como forma de resolver alguns de_ os problemas mais difíceis , precisamos de começar a pensar sobre a diversidade de forma diferente
Explicit	Expansion.Conjunction	E	Se tentarmos usar a diversidade como forma de resolver alguns de_ os problemas mais difíceis , precisamos de começar a pensar sobre a diversidade de forma diferente	por fim , temos a possibilidade de criar intervenções para começar a reformular as nossas cidades de modo novo
Implicit	Contingency.Cause+Belief.Result+Belief	portanto	temos a possibilidade de criar intervenções para começar a reformular as nossas cidades de modo novo	Creio que , se temos essa capacidade , até podemos ter alguma responsabilidade em fazê# -lo
AltLex	Hypophora	o que	Acho que alguns dirão que é uma área geográfica ou um conjunto de ruas e edifícios , mas penso que uma cidade é a soma de_ as relações de_ as pessoas que lá vivem	é uma cidade
Implicit	Contingency.Cause+Belief.Result+Belief	portanto	penso que uma cidade é a soma de_ as relações de_ as pessoas que lá vivem	Acho que , se começarmos a documentar essas relações de forma real talvez tenhamos uma hipótese para criar o tipo de cidades que gostaríamos de ter
