rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Level-of-detail.Arg2-as-detail	faktiškai	Vis dar turime sluoksnį žmonių dirbančių valdžioje, laikrasčiuose, politikoje, rašytojų	TEDxRio yra apačioje dešinėje, šalia blogerių ir rašytojų
Explicit	Comparison.Concession.Arg2-as-denier	Bet	Vis dar turime sluoksnį žmonių dirbančių valdžioje, laikrasčiuose, politikoje, rašytojų. TEDxRio yra apačioje dešinėje, šalia blogerių ir rašytojų	taip pat yra ši stebinanti žmonių įvairovė, žmonių, kurie domisi įvairiausia muzika
AltLex	Expansion.Instantiation	Net	taip pat yra ši stebinanti žmonių įvairovė, žmonių, kurie domisi įvairiausia muzika	Justin Bieber gerbėjai yra čia
Implicit	Expansion.Conjunction	ir	Justin Bieber gerbėjai yra čia	Kitos vaikinų grupės, kantri muzika, gospelai, fankas, repas ir komedijos pasirodymai, ir visa dalis aplink narkotikus ir humorą
Implicit	Contingency.Cause+SpeechAct.Result+SpeechAct	taigi	Kitos vaikinų grupės, kantri muzika, gospelai, fankas, repas ir komedijos pasirodymai, ir visa dalis aplink narkotikus ir humorą	Geras, ar ne
Explicit	Expansion.Conjunction	Ir	Geras, ar ne	Flamingo futbolo komanda taip pat čia
Explicit	Contingency.Cause+SpeechAct.Result+SpeechAct	Taigi	Flamingo futbolo komanda taip pat čia	turime tą patį pasiskirstymą tarp sporto, pilietinių teisių, menų ir muzikos, bet tai pavaizduota visai kitaip, ir manau, kad tai gerai aititinkamūsų Rio de Žaneiro suvokimą, kad tai labai daugiakultūrinis ir muzikos prasme įvairus miestas
Implicit	Expansion.Level-of-detail.Arg2-as-detail	iš tiesų	Mes turime šiuos duomenis	Tai nepaprastai turtingas duomenų apie šiuos miestus rinkinys, galbūt net turtingesnis, nei iki šiol turėta
Implicit	Contingency.Cause+SpeechAct.Result+SpeechAct	taigi	Tai nepaprastai turtingas duomenų apie šiuos miestus rinkinys, galbūt net turtingesnis, nei iki šiol turėta	Ką galima su juo padaryti
AltLex	Hypophora	Ką	galima su juo padaryti	Visų pirma, galime bandyti suprasti, kad segregacija yra socialinis fenomenas
Implicit	Expansion.Conjunction	ir	Visų pirma, galime bandyti suprasti, kad segregacija yra socialinis fenomenas	Tai vyksta dėl mūsų pasirinkimo, o galėtų ir nevykti, ir jei pagalvoji, ką darome su šiais duomenimis, tai lyg paimtume teleskopą ir nukreipę į miestą žiūrėtume lyg į mokyklos valgyklą, ir matytume kaip visi susiskirstę per stalus
Implicit	Comparison.Concession.Arg2-as-denier	taciau	Tai vyksta dėl mūsų pasirinkimo, o galėtų ir nevykti, ir jei pagalvoji, ką darome su šiais duomenimis, tai lyg paimtume teleskopą ir nukreipę į miestą žiūrėtume lyg į mokyklos valgyklą, ir matytume kaip visi susiskirstę per stalus	Galbūt laikas šiek tiek sujudinti šį pasiskirstymą
Implicit	Expansion.Conjunction	ir	Galbūt laikas šiek tiek sujudinti šį pasiskirstymą	Kitas dalykas, kurį supratome, kad rasė yra prastas būdas matuoti įvairovę
Implicit	Contingency.Cause.Reason	nes	Kitas dalykas, kurį supratome, kad rasė yra prastas būdas matuoti įvairovę	Turime visų rasių žmones pavaizduotus šiame žemėlapyje – žiūrėti tik į rasę nepadeda bandant prisidėti prie įvairumo vystymo
Implicit	Contingency.Cause.Result	taigi	Turime visų rasių žmones pavaizduotus šiame žemėlapyje – žiūrėti tik į rasę nepadeda bandant prisidėti prie įvairumo vystymo	Bandome įvairumą naudoti sprendžiant kai kurias sudėtingesnes problemas, turime pradėti kitaip galvoti apie įvairumą
Explicit	Expansion.Conjunction	Ir pabaigai	Bandome įvairumą naudoti sprendžiant kai kurias sudėtingesnes problemas, turime pradėti kitaip galvoti apie įvairumą	mes turime galimybę pradėti naujai formuoti savo miestus, ir manau, kad jei turime galimybę, netgi galime ir prisimti atsakomybę tai darydami
Explicit	Contingency.Cause+SpeechAct.Result+SpeechAct	Taigi	mes turime galimybę pradėti naujai formuoti savo miestus, ir manau, kad jei turime galimybę, netgi galime ir prisimti atsakomybę tai darydami	kas yra miestas
AltLex	Hypophora	kas	kas yra miestas	Kai kas pasakytų, kad tai geografinė vieta arba gatvių ir pastatų rinkinys, bet aš tikiu, kad miestas yra suma visų ryšių tarp ten gyvenančių žmonių, ir tikiu, kad jei galime pradėti realiai tuos ryšius dokumentuoti, galbūt išties galėtume sukurti tokius miestus, kokių iš tikrųjų norime
