rel_type	rel_sense	conn_text	arg1_text	arg2_text
Explicit	Contingency.Purpose.Arg2-as-goal	kad	Pasitelkiau magnetinio rezonanso tomografiją	pamatyčiau, kokia yra paciento anatomija
Explicit	Contingency.Purpose.Arg2-as-goal	kad	Pasitelkiau magnetinio rezonanso tomografiją	galutinė elemento liejimo forma geriau tiktų vietoms, patirsiančioms spaudimą ir įtampą, dėl natūralaus judėjimo jėgos
Explicit	Expansion.Conjunction	ir	Pasitelkiau magnetinio rezonanso tomografiją, kad pamatyčiau, kokia yra paciento anatomija, kad galutinė elemento liejimo forma geriau tiktų vietoms, patirsiančioms spaudimą ir įtampą, dėl natūralaus judėjimo jėgos	ėmiausi gaminti jungtį
Explicit	Temporal.Asynchronous.Precedence	tik tada	Pasitelkiau magnetinio rezonanso tomografiją, kad pamatyčiau, kokia yra paciento anatomija, kad galutinė elemento liejimo forma geriau tiktų vietoms, patirsiančioms spaudimą ir įtampą, dėl natūralaus judėjimo jėgos	ėmiausi gaminti jungtį
Implicit	Expansion.Level-of-detail.Arg2-as-detail	konkreciai	ėmiausi gaminti jungtį	Daugiasluoksnei protezo jungčiai gaminti pasitelkėme 3D spausdintuvą
Implicit	Expansion.Level-of-detail.Arg2-as-detail	kitaip tariant	Daugiasluoksnei protezo jungčiai gaminti pasitelkėme 3D spausdintuvą	Tokia jungtis nuima spaudimą nuo tų kūno taškų, kur reikia
Explicit	Expansion.Level-of-detail.Arg2-as-detail	Kitaip tariant	Tokia jungtis nuima spaudimą nuo tų kūno taškų, kur reikia	naudojamės duomenimis, gamindami naujoviškas jungtis greitai ir pigiai
Implicit	Expansion.Instantiation	konkreciai	naudojamės duomenimis, gamindami naujoviškas jungtis greitai ir pigiai	Neseniai surengėme bandymus Medijų laboratorijoje
Implicit	Expansion.Instantiation	pavyzdziui	Neseniai surengėme bandymus Medijų laboratorijoje	Vienas mūsų pacientų, JAV veteranas, kuris jau beveik 20 metų gyvena su amputuota galūne ir kuris yra išbandęs dešimtis protezų, taip kalbėjo apie mūsų protezą
Implicit	Expansion.Level-of-detail.Arg2-as-detail	kad	Vienas mūsų pacientų, JAV veteranas, kuris jau beveik 20 metų gyvena su amputuota galūne ir kuris yra išbandęs dešimtis protezų, taip kalbėjo apie mūsų protezą	Jis toks minkštas
Explicit	Expansion.Manner.Arg2-as-manner	Lyg	Jis toks minkštas	vaikščiotum pagalvėmis
Explicit	Expansion.Conjunction	Ir	Lyg vaikščiotum pagalvėmis	tai velniškai gundo
Implicit	Contingency.Cause.Result	todel	Negalia mūsų laikais neturėtų trukdyti gyventi prasmingai	Aš tikiuosi ir trokštu, kad įrankiai ir procesai kuriami mūsų tyrėjų padės sukurti labai funkcionalius protezus tiems, kuriems jų reikia
Explicit	Expansion.Level-of-detail.Arg2-as-detail	kad	Aš tikiuosi ir trokštu	įrankiai ir procesai kuriami mūsų tyrėjų padės sukurti labai funkcionalius protezus tiems, kuriems jų reikia
Implicit	Expansion.Conjunction	ir	Aš tikiuosi ir trokštu, kad įrankiai ir procesai kuriami mūsų tyrėjų padės sukurti labai funkcionalius protezus tiems, kuriems jų reikia	Aš manau, kad karą ir ligas patyrusių žmonių sielos ima gyti, kai yra sukuriamos patogios ir įperkamos sąsajos reikalingos jų kūnams
Explicit	Expansion.Level-of-detail.Arg2-as-detail	kad	Aš manau	karą ir ligas patyrusių žmonių sielos ima gyti, kai yra sukuriamos patogios ir įperkamos sąsajos reikalingos jų kūnams
Explicit	Temporal.Asynchronous.Succession	kai	karą ir ligas patyrusių žmonių sielos ima gyti	yra sukuriamos patogios ir įperkamos sąsajos reikalingos jų kūnams
Implicit	Expansion.Conjunction	ir	Aš manau, kad karą ir ligas patyrusių žmonių sielos ima gyti, kai yra sukuriamos patogios ir įperkamos sąsajos reikalingos jų kūnams	Kur tai bebūtų – Siera Leonėje ar Bostone – aš tikiu, kad tai ne tik atkuria, bet ir pakeičia jų žmogiškojo potencialo pajautimą
Explicit	Expansion.Level-of-detail.Arg2-as-detail	kad	Kur tai bebūtų – Siera Leonėje ar Bostone – aš tikiu	tai ne tik atkuria, bet ir pakeičia jų žmogiškojo potencialo pajautimą
