rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Expansion.Instantiation	na przykład	Każdy, kto mieszkał na ulicy, może wskazać niewyczerpaną listę przepisów delegalizujących życie bezdomnych	Kto z was zdaje sobie sprawę, że w wielu amerykańskich miastach nielegalne jest: siedzenie na krawężniku, okrywanie się kocem, spanie we własnym samochodzie, zaoferowanie jedzenia nieznajomemu
Explicit	Contingency.Cause.Reason	gdyż	Poznałam te przepisy	widziałam, jak moi koledzy i inni podróżnicy byli wtrącani do więzienia albo dostawali mandaty za popełnienie tych tak zwanych przestępstw
Explicit	Expansion.Level-of-detail.Arg2-as-detail	jak	Poznałam te przepisy, gdyż widziałam	moi koledzy i inni podróżnicy byli wtrącani do więzienia albo dostawali mandaty za popełnienie tych tak zwanych przestępstw
Explicit	Expansion.Disjunction	albo	Poznałam te przepisy, gdyż widziałam, jak moi koledzy i inni podróżnicy byli wtrącani do więzienia	dostawali mandaty za popełnienie tych tak zwanych przestępstw
Implicit	Q\A	więc (so)	Wielu z was może się zastanawiać, dlaczego ktokolwiek wybrałby życie pod kontrolą dyskryminującego prawa, zjadając resztki ze śmieci, śpiąc pod mostem, i od czasu do czasu wykonując prace sezonowe	Odpowiedź na to pytanie jest tak różna, jak różni są ludzie wybierający koczownicze życie, ale często odpowiadają oni jednym słowem: wolność
Explicit	Comparison.Similarity	jak	Odpowiedź na to pytanie jest tak różna	różni są ludzie wybierający koczownicze życie, ale często odpowiadają oni jednym słowem: wolność
Explicit	Comparison.Contrast	ale	Odpowiedź na to pytanie jest tak różna, jak różni są ludzie wybierający koczownicze życie,	często odpowiadają oni jednym słowem: wolność
Explicit	Temporal.Asynchronous.Precedence	Dopóki	Dopóki nie żyjemy w społeczeństwie, w którym każdy człowiek ma zapewnioną godną pracę, może pracować, aby dobrze żyć, a nie tylko pracować, aby przetrwać	zawsze znajdzie się odsetek tych, dla których wędrówka jest formą ucieczki, wyzwolenia i oczywiście sprzeciwu
Implicit	Expansion.Level-of-detail.Arg2-as-detail	w istocie	Odpowiedź na to pytanie jest tak różna, jak różni są ludzie wybierający koczownicze życie, ale często odpowiadają oni jednym słowem: wolność	Dopóki nie żyjemy w społeczeństwie, w którym każdy człowiek ma zapewnioną godną pracę, może pracować, aby dobrze żyć, a nie tylko pracować, aby przetrwać, zawsze znajdzie się odsetek tych, dla których wędrówka jest formą ucieczki, wyzwolenia i oczywiście sprzeciwu
Explicit	Contingency.Purpose.Arg2-as-goal	aby	którym każdy człowiek ma zapewnioną godną pracę, może pracować	dobrze żyć
Explicit	Comparison.Contrast	a	Dopóki nie żyjemy w społeczeństwie, w którym każdy człowiek ma zapewnioną godną pracę, może pracować, aby dobrze żyć	nie tylko pracować
Explicit	Contingency.Purpose.Arg2-as-goal	aby	tylko pracować	przetrwać
