rel_type	rel_sense	conn_text	arg1_text	arg2_text
Explicit	Expansion.Conjunction	a	Jackie Joyner-Kersee w 1984 roku przegrała złoty medal w siedmioboju o jedną trzecią sekundy	jej mąż przewidział, że da jej to skupienie potrzebne do wygrania kolejnych zawodów
Implicit	Temporal.Asynchronous.Precedence	then	Jackie Joyner-Kersee w 1984 roku przegrała złoty medal w siedmioboju o jedną trzecią sekundy, a jej mąż przewidział, że da jej to skupienie potrzebne do wygrania kolejnych zawodów	W 1988 roku wygrała złoty medal w siedmioboju i ustanowiła rekord na 7291 punktów.
Explicit	Contingency.Cause.Result	i	W 1988 roku wygrała złoty medal w siedmioboju	ustanowiła rekord na 7291 punktów.
Explicit	Expansion.Substitution.Arg2-as-subst	ale	Kwitniemy nie wtedy, gdy wszystko jest skończone	wtedy, gdy mamy jeszcze coś do zrobienia
Implicit	Expansion.Conjunction	in other words	Stoję tutaj, myśląc i zastanawiając się nad różnymi sposobami wyprodukowania bliskości zwycięstwa na tej sali	Jak odbiłoby się to na waszym życiu
Explicit	Contingency.Cause.Reason	bo	Stoję tutaj, myśląc i zastanawiając się nad różnymi sposobami wyprodukowania bliskości zwycięstwa na tej sali. Jak odbiłoby się to na waszym życiu,	chyba gdzieś głęboko każdy z nas to wie
Implicit	Expansion.Level-of-detail.Arg2-as-detail	that is	chyba gdzieś głęboko każdy z nas to wie	Wiemy, że rozkwitamy, stojąc na krańcach możliwości
Explicit	Contingency.Cause.Result	dlatego też	Wiemy, że rozkwitamy, stojąc na krańcach możliwości	celowa niekompletność jest wpisana w mit stworzenia
Implicit	Expansion.Instantiation.Arg2-as-instance	for example	celowa niekompletność jest wpisana w mit stworzenia	W kulturze Navajo niektórzy rzemieślnicy celowo tworzą skazy na tkaninach i ceramice
Explicit	Expansion.Conjunction	a także	celowa skaza we wzorze daje tkaczce albo twórcy wyjście	powód do kontynuacji pracy
Implicit	Expansion.Substitution.Arg2-as-subst	rather	Mistrzowie nie dlatego są ekspertami, że doprowadzają przedmiot do końca	Są mistrzami, bo mają świadomość, że nie ma takiego końca.
Explicit	Contingency.Cause.Reason	bo	Są mistrzami	mają świadomość, że nie ma takiego końca
Implicit	Expansion.Conjunction	in other words	jak zilustrowanie rodzaju rzewnego wyznania	przypomnienia, że on wie, że poświęca się nienasyconej, niedokończonej drodze, która zawsze wymaga więcej.
Implicit	Expansion.Conjunction	and	"Bazujemy na niedokończonej idei, nawet chodzi o nasze dawne ""ja"""	Oto dynamika mistrzostwa
Implicit	Expansion.Level-of-detail.Arg2-as-detail	specifically	Oto dynamika mistrzostwa	Zbliżanie się do pożądanego celu może pomóc przewyższyć marzenia
Explicit	Temporal.Synchronous	kiedy	Wyobrażam sobie, że tak Elizabeth Murray myślała	widziałam jej uśmiech na widok pierwszych obrazów w galerii
Explicit	Comparison.Concession.Arg2-as-denier	ale	Kończenie jest celem	mamy nadzieję, że nigdy końcem
