rel_type	rel_sense	conn_text	arg1_text	arg2_text
Implicit	Contingency.Cause.Result	więc (so)	Uwzględnieni tych wszystkich kwestii ma oczywiście fundamentalne znaczenie, ale może się okazać niewystarczające	Inwestorzy powinni też przyglądać się pozafinansowym wskaźnikom wydajności, czyli tzw. ESG: wskaźnikom środowiskowym (E – environment) i społecznym (S – social) oraz ładowi korporacyjnemu (G – governance)
Explicit	Comparison.Contrast	Z kolei	Kwestie społeczne to kapitał ludzki, zaangażowanie pracowników i potencjał innowacyjny oraz zarządzanie łańcuchem dostaw, prawa pracownicze i prawa człowieka	ład korporacyjny to nadzór nad spółkami sprawowany przez rady i inwestorów
Explicit	Comparison.Contrast	Ale	Tak jak mówiłem, to są naprawdę ekscytujące zagadnienia	ESG jest miarą zrównoważonego rozwoju, a zrównoważone inwestowanie włącza czynniki ESG i czynniki finansowe w proces inwestycji
Explicit	Contingency.Cause.Result	Więc	Oznacza to ograniczanie przyszłego ryzyka poprzez minimalizację szkód dla ludzi i planety oraz wiąże się z zapewnianiem kapitału użytkownikom, którzy wykorzystają go w celu uzyskania korzystnych i zrównoważonych wyników	skoro zrównoważony rozwój ma dzisiaj znaczenie finansowe, a wszystkie znaki wskazują, że w przyszłości będzie jeszcze istotniejszy, to czy sektor prywatny bierze to pod uwagę
Explicit	Contingency.Condition.Arg2-as-cond	skoro	to czy sektor prywatny bierze to pod uwagę	zrównoważony rozwój ma dzisiaj znaczenie finansowe, a wszystkie znaki wskazują, że w przyszłości będzie jeszcze istotniejszy
Explicit	Comparison.Contrast	a	zrównoważony rozwój ma dzisiaj znaczenie finansowe	wszystkie znaki wskazują, że w przyszłości będzie jeszcze istotniejszy
Explicit	Contingency.Condition.Arg1-as-cond	to	Więc skoro zrównoważony rozwój ma dzisiaj znaczenie finansowe, a wszystkie znaki wskazują, że w przyszłości będzie jeszcze istotniejszy	czy sektor prywatny bierze to pod uwagę
Explicit	Comparison.Contrast	ale	Zrównoważony rozwój zaczęto uważać nie tylko za ważny	kluczowy dla sukcesu w biznesie
Implicit	Expansion.Instantiation	na przykład	Zrównoważony rozwój zaczęto uważać nie tylko za ważny, ale kluczowy dla sukcesu w biznesie	Ok. 80 procent dyrektorów generalnych na świecie uważa zrównoważony rozwój za podstawę wzrostu innowacyjności i czynnik zwiększający przewagę konkurencyjną w ich branży
Explicit	Comparison.Contrast	A	Ok. 80 procent dyrektorów generalnych na świecie uważa zrównoważony rozwój za podstawę wzrostu innowacyjności i czynnik zwiększający przewagę konkurencyjną w ich branży	aż 93 procent uważa ESG za przyszłość lub ważny czynnik dla przyszłości ich branży
Explicit	Contingency.Cause.Result	Więc	A aż 93 procent uważa ESG za przyszłość lub ważny czynnik dla przyszłości ich branży	poglądy dyrektorów są jasne
Implicit	Expansion.Level-of-detail.Arg2-as-detail	i (and)	Więc poglądy dyrektorów są jasne	Zrównoważony rozwój to ogromna szansa
Explicit	Contingency.Cause.Result	Więc	Zrównoważony rozwój to ogromna szansa	jak spółki wykorzystują ESG do zwiększania twardych wyników biznesowych
Implicit	Contingency.Cause.Result	otóż	Więc jak spółki wykorzystują ESG do zwiększania twardych wyników biznesowych	Jeden z przykładów jest nam szczególnie bliski
Implicit	Expansion.Instantiation	na przykład	Jeden z przykładów jest nam szczególnie bliski	W 2012 r. w State Street przenieśliśmy 54 aplikacje do chmury i zrezygnowaliśmy z kolejnych 85
Explicit	Expansion.Conjunction	i	W 2012 r. w State Street przenieśliśmy 54 aplikacje do chmury	zrezygnowaliśmy z kolejnych 85
Implicit	Expansion.Conjunction	i (and)	W 2012 r. w State Street przenieśliśmy 54 aplikacje do chmury i zrezygnowaliśmy z kolejnych 85	Zwirtualizowaliśmy nasze środowiska systemu operacyjnego i zrealizowaliśmy wiele projektów zwiększających automatyzację
Explicit	Expansion.Conjunction	i	Zwirtualizowaliśmy nasze środowiska systemu operacyjnego	zrealizowaliśmy wiele projektów zwiększających automatyzację
Implicit	Expansion.Level-of-detail.Arg2-as-detail	i (and)	Zwirtualizowaliśmy nasze środowiska systemu operacyjnego i zrealizowaliśmy wiele projektów zwiększających automatyzację	Obecnie te inicjatywy tworzą bardziej mobilne środowisko pracy, zmniejszają nasze zapotrzebowanie na nieruchomości i generują oszczędności kosztów operacyjnych w wysokości 23 milionów dolarów rocznie oraz redukują emisje o 100 tysięcy ton węgla
Explicit	Expansion.Conjunction	i	Obecnie te inicjatywy tworzą bardziej mobilne środowisko pracy, zmniejszają nasze zapotrzebowanie na nieruchomości	generują oszczędności kosztów operacyjnych w wysokości 23 milionów dolarów rocznie oraz redukują emisje o 100 tysięcy ton węgla
Explicit	Expansion.Conjunction	oraz	Obecnie te inicjatywy tworzą bardziej mobilne środowisko pracy, zmniejszają nasze zapotrzebowanie na nieruchomości i generują oszczędności kosztów operacyjnych w wysokości 23 milionów dolarów rocznie	redukują emisje o 100 tysięcy ton węgla
Explicit	Comparison.Similarity	To tak jakby	Obecnie te inicjatywy tworzą bardziej mobilne środowisko pracy, zmniejszają nasze zapotrzebowanie na nieruchomości i generują oszczędności kosztów operacyjnych w wysokości 23 milionów dolarów rocznie oraz redukują emisje o 100 tysięcy ton węgla	z dróg zniknęło 21 tysięcy samochodów
Implicit	Expansion.Level-of-detail.Arg2-as-detail	i (and)	Pentair to amerykański koncern przemysłowy	Jakieś 10 lat temu zrezygnowali z produkcji elektronarzędzi i zainwestowali w branżę wodociągową
Explicit	Expansion.Conjunction	i	Jakieś 10 lat temu zrezygnowali z produkcji elektronarzędzi	zainwestowali w branżę wodociągową
Implicit	Expansion.Level-of-detail.Arg2-as-detail	otóż	Jakieś 10 lat temu zrezygnowali z produkcji elektronarzędzi i zainwestowali w branżę wodociągową	To wielkie ryzyko
Implicit	Contingency.Cause.Result	więc (so)	To wielkie ryzyko	Dlaczego to zrobili
Implicit	Q\A	ponieważ (because)	Dlaczego to zrobili	Cóż, z całym szacunkiem dla fanów majsterkowania, woda ma większy potencjał niż elektronarzędzia, a ta spółka skoncentrowała się na, jak to określili, „nowym Nowym Świecie
Explicit	Expansion.Level-of-detail.Arg2-as-detail	a	woda ma większy potencjał niż elektronarzędzia	ta spółka skoncentrowała się na, jak to określili, „nowym Nowym Świecie”
Implicit	Expansion.Level-of-detail.Arg1-as-detail	krótko mówiąc	Cóż, z całym szacunkiem dla fanów majsterkowania, woda ma większy potencjał niż elektronarzędzia, a ta spółka skoncentrowała się na, jak to określili, „nowym Nowym Świecie	To cztery miliardy przedstawicieli klasy średniej potrzebujących jedzenia, energii i wody
Implicit	Comparison.Contrast	ale	To cztery miliardy przedstawicieli klasy średniej potrzebujących jedzenia, energii i wody	Być może zastanawiacie się teraz, czy to nie są czasem tylko jakieś pojedyncze przypadki
Implicit	Q\A	ogólnie rzecz biorąc	Czy spółki, które biorą pod uwagę zrównoważony rozwój, naprawdę dobrze sobie radzą finansowo	Może was to zdziwi, ale tak
Explicit	Comparison.Contrast	ale	Może was to zdziwi	tak
Implicit	Expansion.Level-of-detail.Arg2-as-detail	mianowicie	Może was to zdziwi, ale tak	Dane wskazują, że akcje spółek o lepszych wskaźnikach ESG radzą sobie tak dobrze jak inne
Explicit	Expansion.Equivalence	czyli	Niebieska linia to MSCI World	indeks dużych spółek z rozwiniętych rynków na całym świecie
Implicit	Comparison.Contrast	a	Niebieska linia to MSCI World, czyli indeks dużych spółek z rozwiniętych rynków na całym świecie	Złota linia to firmy ocenione jako najlepsze pod względem ESG
Implicit	Expansion.Conjunction	i (and)	Złota linia to firmy ocenione jako najlepsze pod względem ESG	Przez ponad trzy lata brak negatywnego wpływu na wyniki
Explicit	Expansion.Equivalence	Czyli	Przez ponad trzy lata brak negatywnego wpływu na wyniki	jest dobrze, prawda
Explicit	Comparison.Contrast	Ale	Czyli jest dobrze, prawda	chcemy więcej
Implicit	Expansion.Level-of-detail.Arg2-as-detail	w szczególności (specifically)	Ale chcemy więcej	Ja chcę więcej
Implicit	Expansion.Level-of-detail.Arg2-as-detail	i (and)	W niektórych przypadkach uwzględnienie czynników ESG może pozwolić na wzrost zysków	Niebieska linia pokazuje wyniki 500 największych globalnych spółek, złota linia wskazuje tylko spółki o najlepszych praktykach w zakresie strategii zmiany klimatu i zarządzania ryzykiem
Implicit	Expansion.Level-of-detail.Arg2-as-detail	i (and)	Niebieska linia pokazuje wyniki 500 największych globalnych spółek, złota linia wskazuje tylko spółki o najlepszych praktykach w zakresie strategii zmiany klimatu i zarządzania ryzykiem	Przez niemal osiem lat udało im się uzyskać wyniki lepsze o ok. dwie trzecie
Explicit	Expansion.Equivalence	Czyli	Przez niemal osiem lat udało im się uzyskać wyniki lepsze o ok. dwie trzecie	tak, jest korelacja
Implicit	Expansion.Level-of-detail.Arg2-as-detail	i (and)	Czyli tak, jest korelacja	To nie związek przyczynowo-skutkowy, ale dane wskazują, że można być liderem w zakresie ochrony środowiska i równocześnie generować spore zyski
Explicit	Comparison.Contrast	ale	To nie związek przyczynowo-skutkowy	dane wskazują, że można być liderem w zakresie ochrony środowiska i równocześnie generować spore zyski
Explicit	Contingency.Cause.Result	Więc	To nie związek przyczynowo-skutkowy, ale dane wskazują, że można być liderem w zakresie ochrony środowiska i równocześnie generować spore zyski	jeżeli wyniki są takie same lub lepsze, a nasza planeta na tym korzysta, czy to nie powinna być norma
Explicit	Contingency.Condition.Arg2-as-cond	jeżeli	czy to nie powinna być norma	wyniki są takie same lub lepsze, a nasza planeta na tym korzysta
Explicit	Comparison.Contrast	a	wyniki są takie same lub lepsze	nasza planeta na tym korzysta
Implicit	Expansion.Conjunction	i (and)	Więc jeżeli wyniki są takie same lub lepsze, a nasza planeta na tym korzysta, czy to nie powinna być norma	Czy inwestorzy, w szczególności instytucjonalni, są zaangażowani
Explicit	Expansion.Level-of-detail.Arg2-as-detail	a	Cóż, niektórzy są	niektórzy naprawdę się wyróżniają
Implicit	Expansion.Level-of-detail.Arg2-as-detail	otóż	Hesta	Hesta to fundusz emerytalny dla pracowników ochrony zdrowia i opieki społecznej w Australii z aktywami w wysokości 22 miliardów [dolarów
Implicit	Expansion.Level-of-detail.Arg2-as-detail	i (and)	Hesta to fundusz emerytalny dla pracowników ochrony zdrowia i opieki społecznej w Australii z aktywami w wysokości 22 miliardów [dolarów	W tej spółce uważa się, że kwestie ESG mogą mieć wpływ na ryzyko i wyniki, więc włączanie czynników pozafinansowych w proces inwestycyjny jest podstawą ich zobowiązania do działania w najlepszym interesie członków funduszu, podstawą zobowiązania
Explicit	Contingency.Cause.Result	więc	W tej spółce uważa się, że kwestie ESG mogą mieć wpływ na ryzyko i wyniki	włączanie czynników pozafinansowych w proces inwestycyjny jest podstawą ich zobowiązania do działania w najlepszym interesie członków funduszu, podstawą zobowiązania
Explicit	Contingency.Cause.Result	I	W tej spółce uważa się, że kwestie ESG mogą mieć wpływ na ryzyko i wyniki, więc włączanie czynników pozafinansowych w proces inwestycyjny jest podstawą ich zobowiązania do działania w najlepszym interesie członków funduszu, podstawą zobowiązania	jak nie kochać Australijczyków
Implicit	Expansion.Level-of-detail.Arg2-as-detail	otóż	CalPERS to kolejny przykład	CalPERS to fundusz emerytalny dla pracowników sektora publicznego w Kalifornii, z aktywami w wysokości 244 miliardów [dolarów], są drugim funduszem co do wielkości w Stanach Zjednoczonych i szóstym na świecie
Implicit	Expansion.Conjunction	i (and)	CalPERS to fundusz emerytalny dla pracowników sektora publicznego w Kalifornii, z aktywami w wysokości 244 miliardów [dolarów], są drugim funduszem co do wielkości w Stanach Zjednoczonych i szóstym na świecie	Obecnie są blisko osiągnięcia 100-procentowo zrównoważonych inwestycji poprzez systematyczne włączanie ESG do całego funduszu
Implicit	Expansion.Level-of-detail.Arg2-as-detail	mianowicie	Dlaczego	Uważają, że jest to niezbędne do osiągnięcia najlepszych długoterminowych wyników, koniec kropka
Explicit	Expansion.Manner.Arg2-as-manner	Jak	długoterminowe tworzenie wartości wymaga skutecznego zarządzania trzema rodzajami kapitału: finansowym, ludzkim i fizycznym	sami mówią
Implicit	Contingency.Cause.Reason	ponieważ (because)	Uważają, że jest to niezbędne do osiągnięcia najlepszych długoterminowych wyników, koniec kropka	Jak sami mówią „długoterminowe tworzenie wartości wymaga skutecznego zarządzania trzema rodzajami kapitału: finansowym, ludzkim i fizycznym
Explicit	Contingency.Cause+Belief.Result+Belief	Dlatego	Jak sami mówią „długoterminowe tworzenie wartości wymaga skutecznego zarządzania trzema rodzajami kapitału: finansowym, ludzkim i fizycznym	poważnie traktujemy ESG
Explicit	Expansion.Conjunction	i	Moja praca polega na rozmawianiu z wieloma inwestorami	nie wszyscy widzą to w ten sposób
Implicit	Expansion.Instantiation	na przykład	Moja praca polega na rozmawianiu z wieloma inwestorami i nie wszyscy widzą to w ten sposób	Często słyszę wymówki w rodzaju „Musimy maksymalizować zyski, więc się tym nie zajmujemy” albo „Nie chcemy wykorzystywać portfolio do określania swojej polityki
Explicit	Expansion.Disjunction	albo	Często słyszę wymówki w rodzaju „Musimy maksymalizować zyski, więc się tym nie zajmujemy	Nie chcemy wykorzystywać portfolio do określania swojej polityki
Explicit	Expansion.Level-of-detail.Arg2-as-detail	A	Często słyszę wymówki w rodzaju „Musimy maksymalizować zyski, więc się tym nie zajmujemy” albo „Nie chcemy wykorzystywać portfolio do określania swojej polityki	szczególnie działa mi na nerwy: „Jeżeli chcesz coś z tym zrobić to zarób pieniądze i oddaj zysk na cele dobroczynne
Explicit	Contingency.Condition.Arg2-as-cond	Jeżeli	to zarób pieniądze i oddaj zysk na cele dobroczynne	chcesz coś z tym zrobić
Explicit	Expansion.Conjunction	i	zarób pieniądze	oddaj zysk na cele dobroczynne
Explicit	Temporal.Synchronous	kiedy	To jest ten moment	zaczynam przewracać oczami
Implicit	Expansion.Conjunction	mianowicie	Pozwólcie, że coś teraz wyjaśnię	Poszczególne spółki i inwestorzy nie odpowiadają za losy tej planety
Implicit	Comparison.Contrast	ani..., ani...	Poszczególne spółki i inwestorzy nie odpowiadają za losy tej planety	Nie mają nieskończonych zobowiązań społecznych, a zrównoważony rozwój nie może być ważniejszy niż rozważne inwestowanie i teorie finansowe
Explicit	Comparison.Contrast	a	Nie mają nieskończonych zobowiązań społecznych	zrównoważony rozwój nie może być ważniejszy niż rozważne inwestowanie i teorie finansowe
Implicit	Contingency.Cause.Result	więc (so)	Nie mają nieskończonych zobowiązań społecznych, a zrównoważony rozwój nie może być ważniejszy niż rozważne inwestowanie i teorie finansowe	Obie strony mogą się uzupełniać
Implicit	Expansion.Disjunction	ale	Obie strony mogą się uzupełniać	To nie musi być coś za coś
Explicit	Expansion.Level-of-detail.Arg2-as-detail	Ale	To nie musi być coś za coś	inwestorzy instytucjonalni to klucz do sukcesu dla zrównoważonego rozwoju
Implicit	Expansion.Level-of-detail.Arg2-as-detail	a	Ale inwestorzy instytucjonalni to klucz do sukcesu dla zrównoważonego rozwoju	Dlaczego właśnie oni
Implicit	Q\A	krótko mówiąc	Dlaczego właśnie oni	Odpowiedź jest prosta – oni mają pieniądze
Implicit	Expansion.Equivalence	otóż	Dużo pieniędzy	Naprawdę bardzo dużo
Implicit	Expansion.Level-of-detail.Arg2-as-detail	mianowicie	Naprawdę bardzo dużo	Globalny rynek akcji jest wart 55 bilionów dolarów
Implicit	Comparison.Contrast	a	Globalny rynek akcji jest wart 55 bilionów dolarów	Globalny rynek obligacji – 78 bilionów
Explicit	Expansion.Equivalence	To	To razem 133 biliony dolarów	8 i pół raza tyle co PKB Stanów Zjednoczonych
Implicit	Expansion.Equivalence	mianowicie	To 8 i pół raza tyle co PKB Stanów Zjednoczonych	To największa gospodarka świata z absolutnie największym potencjałem
Explicit	Contingency.Cause.Result	Więc	To największa gospodarka świata z absolutnie największym potencjałem	możemy zmierzyć się z najważniejszymi wyzwaniami, takimi jak słodka woda, czyste powietrze i wyżywienie dla 10 miliardów ludzi, jeżeli inwestorzy instytucjonalni włączą ESG w proces inwestowania
Explicit	Contingency.Condition.Arg2-as-cond	jeżeli	możemy zmierzyć się z najważniejszymi wyzwaniami, takimi jak słodka woda, czyste powietrze i wyżywienie dla 10 miliardów ludzi	inwestorzy instytucjonalni włączą ESG w proces inwestowania
Explicit	Contingency.Purpose.Arg2-as-goal	żeby	A co jeżeli będziemy pracować, oszczędzać i inwestować tylko po to	odkryć, że świat, na którym mamy spędzić naszą emeryturę, jest bardziej stresujący i niepewny niż teraz
Implicit	Q\A	więc (so)	Teraz należałoby zadać pytanie: co jeżeli całe to ryzyko dotyczące zrównoważonego rozwoju jest wyolbrzymione i zawyżone, to właściwie nic pilnego, kwestia wyboru wartości czy też stylu życia	Cóż, prezydent John F. Kennedy powiedział coś co idealnie pasuje do sytuacji: „Są zagrożenia i koszty związane z działaniem, ale są one znacznie mniejsze od długoterminowych zagrożeń i kosztów związanych z wygodnym brakiem działania
Explicit	Comparison.Contrast	ale	Są zagrożenia i koszty związane z działaniem	są one znacznie mniejsze od długoterminowych zagrożeń i kosztów związanych z wygodnym brakiem działania
Explicit	Comparison.Contrast	ale	Jestem w stanie przyjąć, że wiąże się to z ryzykiem szacunkowym	ponieważ ocena opiera się na szerokim konsensusie naukowym, szanse, że nie jest to całkowicie błędne założenie są większe niż to, że nasz dom spłonie czy też zginiemy w wypadku samochodowym
Explicit	Contingency.Cause.Result	ponieważ	ocena opiera się na szerokim konsensusie naukowym	szanse, że nie jest to całkowicie błędne założenie są większe niż to, że nasz dom spłonie czy też zginiemy w wypadku samochodowym
Explicit	Contingency.Purpose.Arg2-as-goal	aby	przecież wykupujemy ubezpieczenie	ochronić się finansowo na wypadek takich sytuacji
Explicit	Expansion.Equivalence	Więc	Chodzi mi o to, że przecież wykupujemy ubezpieczenie, aby ochronić się finansowo na wypadek takich sytuacji, prawda	inwestując w zrównoważony sposób, robimy dwie rzeczy
Implicit	Expansion.Equivalence	w taki sposób, że 	Więc inwestując w zrównoważony sposób, robimy dwie rzeczy	Ubezpieczamy się, ograniczając ryzyko dla naszej planety i dla naszej gospodarki, a równocześnie, krótkoterminowo, nie poświęcamy zysków
Explicit	Expansion.Disjunction	a	Ubezpieczamy się, ograniczając ryzyko dla naszej planety i dla naszej gospodarki	równocześnie, krótkoterminowo, nie poświęcamy zysków
Implicit	Expansion.Level-of-detail.Arg2-as-detail	i (and)	Dobra, widzę, że wam się podoba	Mnie też się podoba, bo obśmiewa obie strony sporu o zmianę klimatu
Explicit	Contingency.Cause.Reason	bo	Mnie też się podoba	obśmiewa obie strony sporu o zmianę klimatu
Explicit	Comparison.Contrast	Ale	Pewnie nie wiecie, po której ja jestem stronie	najbardziej mi się podoba, że przypomina mi to o czymś co powiedział Mark Twain: „Zaplanuj sobie przyszłość, ponieważ tam właśnie spędzisz resztę swojego życia
Explicit	Contingency.Cause.Reason	ponieważ	Zaplanuj sobie przyszłość	tam właśnie spędzisz resztę swojego życia.
